# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:35
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 1
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 5.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1
    2444.450,  1386,  Arrival,before,   1,  48,   1
    2444.450,  1386,  Arrival, after,   2,  49,   1
    2446.121,  1387,  Arrival,before,   1,  49,   1
    2446.121,  1387,  Arrival, after,   2,  50,   1
    2448.265,  1384,Finish(1),before,   1,  50,   1
    2448.265,  1384,Finish(1), after,   2,  49,   1
    2452.197,  1388,  Arrival,before,   1,  49,   1
    2452.197,  1388,  Arrival, after,   2,  50,   1
    2454.383,  1391,  Arrival,before,   1,  50,   1
    2454.383,  1391,  Arrival, after,   2,  51,   1
    2456.427,  1392,  Arrival,before,   1,  51,   1
    2456.427,  1392,  Arrival, after,   2,  52,   1
    2456.806,  1390,Finish(1),before,   1,  52,   1
    2456.806,  1390,Finish(1), after,   2,  51,   1
    2463.914,  1395,Finish(1),before,   1,  51,   1
    2463.914,  1395,Finish(1), after,   2,  50,   1
    2466.770,  1397,Finish(1),before,   1,  50,   1
    2466.770,  1397,Finish(1), after,   2,  49,   1
    2467.376,  1399,Finish(1),before,   1,  49,   1
    2467.376,  1399,Finish(1), after,   2,  48,   1
    2470.267,  1393,  Arrival,before,   1,  48,   1
    2470.267,  1393,  Arrival, after,   2,  49,   1
    2470.544,  1402,  Arrival,before,   1,  49,   1
    2470.544,  1402,  Arrival, after,   2,  50,   1
    2474.774,  1403,  Arrival,before,   1,  50,   1
    2474.774,  1403,  Arrival, after,   2,  51,   1
    2476.377,  1401,Finish(1),before,   1,  51,   1
    2476.377,  1401,Finish(1), after,   2,  50,   1
    2476.552,  1406,Finish(1),before,   1,  50,   1
    2476.552,  1406,Finish(1), after,   2,  49,   1
    2482.099,  1408,Finish(1),before,   1,  49,   1
    2482.099,  1408,Finish(1), after,   2,  48,   1
    2485.600,  1410,Finish(1),before,   1,  48,   1
    2485.600,  1410,Finish(1), after,   2,  47,   1
    2486.556,  1412,Finish(1),before,   1,  47,   1
    2486.556,  1412,Finish(1), after,   2,  46,   1
    2488.908,  1414,Finish(1),before,   1,  46,   1
    2488.908,  1414,Finish(1), after,   2,  45,   1
    2493.263,  1404,  Arrival,before,   1,  45,   1
    2493.263,  1404,  Arrival, after,   2,  46,   1
    2495.432,  1417,  Arrival,before,   1,  46,   1
    2495.432,  1417,  Arrival, after,   2,  47,   1
    2498.544,  1418,  Arrival,before,   1,  47,   1
    2498.544,  1418,  Arrival, after,   2,  48,   1
    2499.323,  1416,Finish(1),before,   1,  48,   1
    2499.323,  1416,Finish(1), after,   2,  47,   1
    2506.020,  1419,  Arrival,before,   1,  47,   1
    2506.020,  1419,  Arrival, after,   2,  48,   1
    2506.423,  1421,Finish(1),before,   1,  48,   1
    2506.423,  1421,Finish(1), after,   2,  47,   1
    2507.320,  1424,Finish(1),before,   1,  47,   1
    2507.320,  1424,Finish(1), after,   2,  46,   1
    2507.967,  1422,  Arrival,before,   1,  46,   1
    2507.967,  1422,  Arrival, after,   2,  47,   1
    2510.180,  1426,Finish(1),before,   1,  47,   1
    2510.180,  1426,Finish(1), after,   2,  46,   1
    2512.893,  1429,Finish(1),before,   1,  46,   1
    2512.893,  1429,Finish(1), after,   2,  45,   1
    2514.319,  1427,  Arrival,before,   1,  45,   1
    2514.319,  1427,  Arrival, after,   2,  46,   1
    2526.395,  1431,Finish(1),before,   1,  46,   1
    2526.395,  1431,Finish(1), after,   2,  45,   1
    2526.446,  1434,Finish(1),before,   1,  45,   1
    2526.446,  1434,Finish(1), after,   2,  44,   1
    2527.038,  1432,  Arrival,before,   1,  44,   1
    2527.038,  1432,  Arrival, after,   2,  45,   1
    2527.449,  1436,Finish(1),before,   1,  45,   1
    2527.449,  1436,Finish(1), after,   2,  44,   1
    2529.516,  1437,  Arrival,before,   1,  44,   1
    2529.516,  1437,  Arrival, after,   2,  45,   1
    2530.389,  1439,Finish(1),before,   1,  45,   1
    2530.389,  1439,Finish(1), after,   2,  44,   1
    2534.520,  1440,  Arrival,before,   1,  44,   1
    2534.520,  1440,  Arrival, after,   2,  45,   1
    2537.074,  1443,  Arrival,before,   1,  45,   1
    2537.074,  1443,  Arrival, after,   2,  46,   1
    2545.042,  1442,Finish(1),before,   1,  46,   1
    2545.042,  1442,Finish(1), after,   2,  45,   1
    2546.852,  1444,  Arrival,before,   1,  45,   1
    2546.852,  1444,  Arrival, after,   2,  46,   1
    2549.364,  1446,Finish(1),before,   1,  46,   1
    2549.364,  1446,Finish(1), after,   2,  45,   1
    2558.156,  1447,  Arrival,before,   1,  45,   1
    2558.156,  1447,  Arrival, after,   2,  46,   1
    2558.302,  1450,  Arrival,before,   1,  46,   1
    2558.302,  1450,  Arrival, after,   2,  47,   1
    2561.673,  1449,Finish(1),before,   1,  47,   1
    2561.673,  1449,Finish(1), after,   2,  46,   1
    2562.542,  1453,Finish(1),before,   1,  46,   1
    2562.542,  1453,Finish(1), after,   2,  45,   1
    2565.162,  1451,  Arrival,before,   1,  45,   1
    2565.162,  1451,  Arrival, after,   2,  46,   1
    2565.982,  1456,  Arrival,before,   1,  46,   1
    2565.982,  1456,  Arrival, after,   2,  47,   1
    2567.974,  1455,Finish(1),before,   1,  47,   1
    2567.974,  1455,Finish(1), after,   2,  46,   1
    2569.314,  1459,Finish(1),before,   1,  46,   1
    2569.314,  1459,Finish(1), after,   2,  45,   1
    2569.627,  1457,  Arrival,before,   1,  45,   1
    2569.627,  1457,  Arrival, after,   2,  46,   1
    2571.410,  1461,Finish(1),before,   1,  46,   1
    2571.410,  1461,Finish(1), after,   2,  45,   1
    2573.481,  1464,Finish(1),before,   1,  45,   1
    2573.481,  1464,Finish(1), after,   2,  44,   1
    2574.986,  1462,  Arrival,before,   1,  44,   1
    2574.986,  1462,  Arrival, after,   2,  45,   1
    2577.587,  1466,Finish(1),before,   1,  45,   1
    2577.587,  1466,Finish(1), after,   2,  44,   1
    2583.291,  1469,Finish(1),before,   1,  44,   1
    2583.291,  1469,Finish(1), after,   2,  43,   1
    2585.369,  1471,Finish(1),before,   1,  43,   1
    2585.369,  1471,Finish(1), after,   2,  42,   1
    2585.861,  1467,  Arrival,before,   1,  42,   1
    2585.861,  1467,  Arrival, after,   2,  43,   1
    2591.420,  1474,  Arrival,before,   1,  43,   1
    2591.420,  1474,  Arrival, after,   2,  44,   1
    2591.753,  1475,  Arrival,before,   1,  44,   1
    2591.753,  1475,  Arrival, after,   2,  45,   1
    2591.992,  1476,  Arrival,before,   1,  45,   1
    2591.992,  1476,  Arrival, after,   2,  46,   1
    2592.780,  1477,  Arrival,before,   1,  46,   1
    2592.780,  1477,  Arrival, after,   2,  47,   1
    2593.406,  1473,Finish(1),before,   1,  47,   1
    2593.406,  1473,Finish(1), after,   2,  46,   1
    2596.093,  1478,  Arrival,before,   1,  46,   1
    2596.093,  1478,  Arrival, after,   2,  47,   1
    2600.170,  1481,  Arrival,before,   1,  47,   1
    2600.170,  1481,  Arrival, after,   2,  48,   1
    2602.571,  1480,Finish(1),before,   1,  48,   1
    2602.571,  1480,Finish(1), after,   2,  47,   1
    2602.944,  1482,  Arrival,before,   1,  47,   1
    2602.944,  1482,  Arrival, after,   2,  48,   1
    2605.877,  1484,Finish(1),before,   1,  48,   1
    2605.877,  1484,Finish(1), after,   2,  47,   1
    2616.632,  1487,Finish(1),before,   1,  47,   1
    2616.632,  1487,Finish(1), after,   2,  46,   1
    2618.148,  1489,Finish(1),before,   1,  46,   1
    2618.148,  1489,Finish(1), after,   2,  45,   1
    2628.069,  1491,Finish(1),before,   1,  45,   1
    2628.069,  1491,Finish(1), after,   2,  44,   1
    2629.446,  1485,  Arrival,before,   1,  44,   1
    2629.446,  1485,  Arrival, after,   2,  45,   1
    2632.402,  1494,  Arrival,before,   1,  45,   1
    2632.402,  1494,  Arrival, after,   2,  46,   1
    2634.050,  1493,Finish(1),before,   1,  46,   1
    2634.050,  1493,Finish(1), after,   2,  45,   1
    2634.532,  1497,Finish(1),before,   1,  45,   1
    2634.532,  1497,Finish(1), after,   2,  44,   1
    2640.888,  1499,Finish(1),before,   1,  44,   1
    2640.888,  1499,Finish(1), after,   2,  43,   1
    2647.285,  1501,Finish(1),before,   1,  43,   1
    2647.285,  1501,Finish(1), after,   2,  42,   1
    2647.921,  1495,  Arrival,before,   1,  42,   1
    2647.921,  1495,  Arrival, after,   2,  43,   1
    2661.983,  1504,  Arrival,before,   1,  43,   1
    2661.983,  1504,  Arrival, after,   2,  44,   1
    2674.004,  1505,  Arrival,before,   1,  44,   1
    2674.004,  1505,  Arrival, after,   2,  45,   1
    2677.627,  1503,Finish(1),before,   1,  45,   1
    2677.627,  1503,Finish(1), after,   2,  44,   1
    2679.939,  1506,  Arrival,before,   1,  44,   1
    2679.939,  1506,  Arrival, after,   2,  45,   1
    2680.383,  1509,  Arrival,before,   1,  45,   1
    2680.383,  1509,  Arrival, after,   2,  46,   1
    2683.440,  1510,  Arrival,before,   1,  46,   1
    2683.440,  1510,  Arrival, after,   2,  47,   1
    2684.216,  1508,Finish(1),before,   1,  47,   1
    2684.216,  1508,Finish(1), after,   2,  46,   1
    2685.938,  1513,Finish(1),before,   1,  46,   1
    2685.938,  1513,Finish(1), after,   2,  45,   1
    2687.802,  1515,Finish(1),before,   1,  45,   1
    2687.802,  1515,Finish(1), after,   2,  44,   1
    2693.399,  1511,  Arrival,before,   1,  44,   1
    2693.399,  1511,  Arrival, after,   2,  45,   1
    2695.740,  1517,Finish(1),before,   1,  45,   1
    2695.740,  1517,Finish(1), after,   2,  44,   1
    2695.775,  1518,  Arrival,before,   1,  44,   1
    2695.775,  1518,  Arrival, after,   2,  45,   1
    2697.580,  1521,  Arrival,before,   1,  45,   1
    2697.580,  1521,  Arrival, after,   2,  46,   1
    2697.710,  1522,  Arrival,before,   1,  46,   1
    2697.710,  1522,  Arrival, after,   2,  47,   1
    2698.146,  1523,  Arrival,before,   1,  47,   1
    2698.146,  1523,  Arrival, after,   2,  48,   1
    2699.117,  1520,Finish(1),before,   1,  48,   1
    2699.117,  1520,Finish(1), after,   2,  47,   1
    2703.603,  1526,Finish(1),before,   1,  47,   1
    2703.603,  1526,Finish(1), after,   2,  46,   1
    2704.386,  1524,  Arrival,before,   1,  46,   1
    2704.386,  1524,  Arrival, after,   2,  47,   1
    2708.859,  1528,Finish(1),before,   1,  47,   1
    2708.859,  1528,Finish(1), after,   2,  46,   1
    2709.852,  1529,  Arrival,before,   1,  46,   1
    2709.852,  1529,  Arrival, after,   2,  47,   1
    2712.943,  1531,Finish(1),before,   1,  47,   1
    2712.943,  1531,Finish(1), after,   2,  46,   1
    2717.686,  1532,  Arrival,before,   1,  46,   1
    2717.686,  1532,  Arrival, after,   2,  47,   1
    2720.031,  1534,Finish(1),before,   1,  47,   1
    2720.031,  1534,Finish(1), after,   2,  46,   1
    2720.784,  1535,  Arrival,before,   1,  46,   1
    2720.784,  1535,  Arrival, after,   2,  47,   1
    2720.803,  1537,Finish(1),before,   1,  47,   1
    2720.803,  1537,Finish(1), after,   2,  46,   1
    2724.305,  1540,Finish(1),before,   1,  46,   1
    2724.305,  1540,Finish(1), after,   2,  45,   1
    2724.411,  1542,Finish(1),before,   1,  45,   1
    2724.411,  1542,Finish(1), after,   2,  44,   1
    2728.404,  1544,Finish(1),before,   1,  44,   1
    2728.404,  1544,Finish(1), after,   2,  43,   1
    2735.349,  1538,  Arrival,before,   1,  43,   1
    2735.349,  1538,  Arrival, after,   2,  44,   1
    2736.235,  1546,Finish(1),before,   1,  44,   1
    2736.235,  1546,Finish(1), after,   2,  43,   1
    2736.238,  1547,  Arrival,before,   1,  43,   1
    2736.238,  1547,  Arrival, after,   2,  44,   1
    2737.221,  1550,  Arrival,before,   1,  44,   1
    2737.221,  1550,  Arrival, after,   2,  45,   1
    2739.329,  1551,  Arrival,before,   1,  45,   1
    2739.329,  1551,  Arrival, after,   2,  46,   1
    2742.206,  1552,  Arrival,before,   1,  46,   1
    2742.206,  1552,  Arrival, after,   2,  47,   1
    2742.309,  1549,Finish(1),before,   1,  47,   1
    2742.309,  1549,Finish(1), after,   2,  46,   1
    2752.258,  1553,  Arrival,before,   1,  46,   1
    2752.258,  1553,  Arrival, after,   2,  47,   1
    2753.740,  1555,Finish(1),before,   1,  47,   1
    2753.740,  1555,Finish(1), after,   2,  46,   1
    2754.095,  1558,Finish(1),before,   1,  46,   1
    2754.095,  1558,Finish(1), after,   2,  45,   1
    2758.216,  1556,  Arrival,before,   1,  45,   1
    2758.216,  1556,  Arrival, after,   2,  46,   1
    2758.345,  1561,  Arrival,before,   1,  46,   1
    2758.345,  1561,  Arrival, after,   2,  47,   1
    2758.519,  1560,Finish(1),before,   1,  47,   1
    2758.519,  1560,Finish(1), after,   2,  46,   1
    2766.843,  1562,  Arrival,before,   1,  46,   1
    2766.843,  1562,  Arrival, after,   2,  47,   1
    2772.667,  1564,Finish(1),before,   1,  47,   1
    2772.667,  1564,Finish(1), after,   2,  46,   1
    2784.659,  1567,Finish(1),before,   1,  46,   1
    2784.659,  1567,Finish(1), after,   2,  45,   1
    2786.336,  1569,Finish(1),before,   1,  45,   1
    2786.336,  1569,Finish(1), after,   2,  44,   1
    2788.353,  1565,  Arrival,before,   1,  44,   1
    2788.353,  1565,  Arrival, after,   2,  45,   1
    2793.205,  1572,  Arrival,before,   1,  45,   1
    2793.205,  1572,  Arrival, after,   2,  46,   1
    2796.808,  1573,  Arrival,before,   1,  46,   1
    2796.808,  1573,  Arrival, after,   2,  47,   1
    2798.112,  1571,Finish(1),before,   1,  47,   1
    2798.112,  1571,Finish(1), after,   2,  46,   1
    2803.394,  1576,Finish(1),before,   1,  46,   1
    2803.394,  1576,Finish(1), after,   2,  45,   1
    2806.394,  1578,Finish(1),before,   1,  45,   1
    2806.394,  1578,Finish(1), after,   2,  44,   1
    2807.469,  1580,Finish(1),before,   1,  44,   1
    2807.469,  1580,Finish(1), after,   2,  43,   1
    2808.819,  1574,  Arrival,before,   1,  43,   1
    2808.819,  1574,  Arrival, after,   2,  44,   1
    2808.884,  1582,Finish(1),before,   1,  44,   1
    2808.884,  1582,Finish(1), after,   2,  43,   1
    2810.832,  1585,Finish(1),before,   1,  43,   1
    2810.832,  1585,Finish(1), after,   2,  42,   1
    2811.952,  1583,  Arrival,before,   1,  42,   1
    2811.952,  1583,  Arrival, after,   2,  43,   1
    2812.289,  1587,Finish(1),before,   1,  43,   1
    2812.289,  1587,Finish(1), after,   2,  42,   1
    2814.489,  1588,  Arrival,before,   1,  42,   1
    2814.489,  1588,  Arrival, after,   2,  43,   1
    2816.992,  1591,  Arrival,before,   1,  43,   1
    2816.992,  1591,  Arrival, after,   2,  44,   1
    2820.258,  1590,Finish(1),before,   1,  44,   1
    2820.258,  1590,Finish(1), after,   2,  43,   1
    2823.449,  1594,Finish(1),before,   1,  43,   1
    2823.449,  1594,Finish(1), after,   2,  42,   1
    2824.213,  1596,Finish(1),before,   1,  42,   1
    2824.213,  1596,Finish(1), after,   2,  41,   1
    2825.109,  1598,Finish(1),before,   1,  41,   1
    2825.109,  1598,Finish(1), after,   2,  40,   1
    2826.207,  1600,Finish(1),before,   1,  40,   1
    2826.207,  1600,Finish(1), after,   2,  39,   1
    2830.580,  1592,  Arrival,before,   1,  39,   1
    2830.580,  1592,  Arrival, after,   2,  40,   1
    2830.634,  1602,Finish(1),before,   1,  40,   1
    2830.634,  1602,Finish(1), after,   2,  39,   1
    2831.674,  1605,Finish(1),before,   1,  39,   1
    2831.674,  1605,Finish(1), after,   2,  38,   1
    2832.908,  1607,Finish(1),before,   1,  38,   1
    2832.908,  1607,Finish(1), after,   2,  37,   1
    2835.295,  1603,  Arrival,before,   1,  37,   1
    2835.295,  1603,  Arrival, after,   2,  38,   1
    2836.066,  1610,  Arrival,before,   1,  38,   1
    2836.066,  1610,  Arrival, after,   2,  39,   1
    2837.146,  1611,  Arrival,before,   1,  39,   1
    2837.146,  1611,  Arrival, after,   2,  40,   1
    2838.647,  1612,  Arrival,before,   1,  40,   1
    2838.647,  1612,  Arrival, after,   2,  41,   1
    2838.697,  1613,  Arrival,before,   1,  41,   1
    2838.697,  1613,  Arrival, after,   2,  42,   1
    2839.496,  1609,Finish(1),before,   1,  42,   1
    2839.496,  1609,Finish(1), after,   2,  41,   1
    2847.849,  1616,Finish(1),before,   1,  41,   1
    2847.849,  1616,Finish(1), after,   2,  40,   1
    2848.423,  1614,  Arrival,before,   1,  40,   1
    2848.423,  1614,  Arrival, after,   2,  41,   1
    2853.554,  1619,  Arrival,before,   1,  41,   1
    2853.554,  1619,  Arrival, after,   2,  42,   1
    2855.394,  1618,Finish(1),before,   1,  42,   1
    2855.394,  1618,Finish(1), after,   2,  41,   1
    2855.431,  1622,Finish(1),before,   1,  41,   1
    2855.431,  1622,Finish(1), after,   2,  40,   1
    2858.663,  1624,Finish(1),before,   1,  40,   1
    2858.663,  1624,Finish(1), after,   2,  39,   1
    2859.139,  1626,Finish(1),before,   1,  39,   1
    2859.139,  1626,Finish(1), after,   2,  38,   1
    2861.859,  1628,Finish(1),before,   1,  38,   1
    2861.859,  1628,Finish(1), after,   2,  37,   1
    2863.533,  1630,Finish(1),before,   1,  37,   1
    2863.533,  1630,Finish(1), after,   2,  36,   1
    2865.205,  1620,  Arrival,before,   1,  36,   1
    2865.205,  1620,  Arrival, after,   2,  37,   1
    2866.399,  1633,  Arrival,before,   1,  37,   1
    2866.399,  1633,  Arrival, after,   2,  38,   1
    2867.129,  1634,  Arrival,before,   1,  38,   1
    2867.129,  1634,  Arrival, after,   2,  39,   1
    2867.738,  1635,  Arrival,before,   1,  39,   1
    2867.738,  1635,  Arrival, after,   2,  40,   1
    2870.636,  1632,Finish(1),before,   1,  40,   1
    2870.636,  1632,Finish(1), after,   2,  39,   1
    2870.714,  1636,  Arrival,before,   1,  39,   1
    2870.714,  1636,  Arrival, after,   2,  40,   1
    2870.825,  1638,Finish(1),before,   1,  40,   1
    2870.825,  1638,Finish(1), after,   2,  39,   1
    2873.213,  1639,  Arrival,before,   1,  39,   1
    2873.213,  1639,  Arrival, after,   2,  40,   1
    2875.342,  1642,  Arrival,before,   1,  40,   1
    2875.342,  1642,  Arrival, after,   2,  41,   1
    2876.832,  1643,  Arrival,before,   1,  41,   1
    2876.832,  1643,  Arrival, after,   2,  42,   1
    2881.088,  1644,  Arrival,before,   1,  42,   1
    2881.088,  1644,  Arrival, after,   2,  43,   1
    2881.421,  1641,Finish(1),before,   1,  43,   1
    2881.421,  1641,Finish(1), after,   2,  42,   1
    2881.940,  1647,Finish(1),before,   1,  42,   1
    2881.940,  1647,Finish(1), after,   2,  41,   1
    2882.456,  1645,  Arrival,before,   1,  41,   1
    2882.456,  1645,  Arrival, after,   2,  42,   1
    2889.013,  1649,Finish(1),before,   1,  42,   1
    2889.013,  1649,Finish(1), after,   2,  41,   1
    2889.947,  1650,  Arrival,before,   1,  41,   1
    2889.947,  1650,  Arrival, after,   2,  42,   1
    2895.343,  1653,  Arrival,before,   1,  42,   1
    2895.343,  1653,  Arrival, after,   2,  43,   1
    2897.964,  1652,Finish(1),before,   1,  43,   1
    2897.964,  1652,Finish(1), after,   2,  42,   1
    2901.376,  1656,Finish(1),before,   1,  42,   1
    2901.376,  1656,Finish(1), after,   2,  41,   1
    2902.623,  1658,Finish(1),before,   1,  41,   1
    2902.623,  1658,Finish(1), after,   2,  40,   1
    2911.951,  1654,  Arrival,before,   1,  40,   1
    2911.951,  1654,  Arrival, after,   2,  41,   1
    2916.551,  1661,  Arrival,before,   1,  41,   1
    2916.551,  1661,  Arrival, after,   2,  42,   1
    2925.481,  1662,  Arrival,before,   1,  42,   1
    2925.481,  1662,  Arrival, after,   2,  43,   1
    2927.015,  1663,  Arrival,before,   1,  43,   1
    2927.015,  1663,  Arrival, after,   2,  44,   1
    2928.269,  1664,  Arrival,before,   1,  44,   1
    2928.269,  1664,  Arrival, after,   2,  45,   1
    2930.072,  1665,  Arrival,before,   1,  45,   1
    2930.072,  1665,  Arrival, after,   2,  46,   1
    2932.933,  1666,  Arrival,before,   1,  46,   1
    2932.933,  1666,  Arrival, after,   2,  47,   1
    2934.365,  1660,Finish(1),before,   1,  47,   1
    2934.365,  1660,Finish(1), after,   2,  46,   1
    2935.323,  1667,  Arrival,before,   1,  46,   1
    2935.323,  1667,  Arrival, after,   2,  47,   1
    2938.233,  1669,Finish(1),before,   1,  47,   1
    2938.233,  1669,Finish(1), after,   2,  46,   1
    2939.432,  1670,  Arrival,before,   1,  46,   1
    2939.432,  1670,  Arrival, after,   2,  47,   1
    2942.585,  1673,  Arrival,before,   1,  47,   1
    2942.585,  1673,  Arrival, after,   2,  48,   1
    2944.946,  1672,Finish(1),before,   1,  48,   1
    2944.946,  1672,Finish(1), after,   2,  47,   1
    2945.342,  1674,  Arrival,before,   1,  47,   1
    2945.342,  1674,  Arrival, after,   2,  48,   1
    2946.625,  1676,Finish(1),before,   1,  48,   1
    2946.625,  1676,Finish(1), after,   2,  47,   1
    2950.919,  1677,  Arrival,before,   1,  47,   1
    2950.919,  1677,  Arrival, after,   2,  48,   1
    2952.208,  1680,  Arrival,before,   1,  48,   1
    2952.208,  1680,  Arrival, after,   2,  49,   1
    2954.142,  1681,  Arrival,before,   1,  49,   1
    2954.142,  1681,  Arrival, after,   2,  50,   1
    2955.341,  1682,  Arrival,before,   1,  50,   1
    2955.341,  1682,  Arrival, after,   2,  51,   1
    2957.295,  1679,Finish(1),before,   1,  51,   1
    2957.295,  1679,Finish(1), after,   2,  50,   1
    2958.633,  1683,  Arrival,before,   1,  50,   1
    2958.633,  1683,  Arrival, after,   2,  51,   1
    2964.259,  1685,Finish(1),before,   1,  51,   1
    2964.259,  1685,Finish(1), after,   2,  50,   1
    2965.818,  1688,Finish(1),before,   1,  50,   1
    2965.818,  1688,Finish(1), after,   2,  49,   1
    2966.133,  1686,  Arrival,before,   1,  49,   1
    2966.133,  1686,  Arrival, after,   2,  50,   1
    2966.889,  1691,  Arrival,before,   1,  50,   1
    2966.889,  1691,  Arrival, after,   2,  51,   1
    2968.696,  1692,  Arrival,before,   1,  51,   1
    2968.696,  1692,  Arrival, after,   2,  52,   1
    2973.875,  1690,Finish(1),before,   1,  52,   1
    2973.875,  1690,Finish(1), after,   2,  51,   1
    2974.145,  1695,Finish(1),before,   1,  51,   1
    2974.145,  1695,Finish(1), after,   2,  50,   1
    2974.279,  1697,Finish(1),before,   1,  50,   1
    2974.279,  1697,Finish(1), after,   2,  49,   1
    2975.101,  1699,Finish(1),before,   1,  49,   1
    2975.101,  1699,Finish(1), after,   2,  48,   1
    2977.441,  1701,Finish(1),before,   1,  48,   1
    2977.441,  1701,Finish(1), after,   2,  47,   1
    2978.759,  1693,  Arrival,before,   1,  47,   1
    2978.759,  1693,  Arrival, after,   2,  48,   1
    2980.662,  1703,Finish(1),before,   1,  48,   1
    2980.662,  1703,Finish(1), after,   2,  47,   1
    2983.444,  1704,  Arrival,before,   1,  47,   1
    2983.444,  1704,  Arrival, after,   2,  48,   1
    2985.016,  1706,Finish(1),before,   1,  48,   1
    2985.016,  1706,Finish(1), after,   2,  47,   1
    2988.442,  1709,Finish(1),before,   1,  47,   1
    2988.442,  1709,Finish(1), after,   2,  46,   1
    2990.547,  1707,  Arrival,before,   1,  46,   1
    2990.547,  1707,  Arrival, after,   2,  47,   1
    2993.538,  1712,  Arrival,before,   1,  47,   1
    2993.538,  1712,  Arrival, after,   2,  48,   1
    2996.525,  1713,  Arrival,before,   1,  48,   1
    2996.525,  1713,  Arrival, after,   2,  49,   1
    2996.813,  1714,  Arrival,before,   1,  49,   1
    2996.813,  1714,  Arrival, after,   2,  50,   1
    2996.978,  1715,  Arrival,before,   1,  50,   1
    2996.978,  1715,  Arrival, after,   2,  51,   1
    2999.615,  1711,Finish(1),before,   1,  51,   1
    2999.615,  1711,Finish(1), after,   2,  50,   1
    3000.466,  1718,Finish(1),before,   1,  50,   1
    3000.466,  1718,Finish(1), after,   2,  49,   1
    3004.048,  1716,  Arrival,before,   1,  49,   1
    3004.048,  1716,  Arrival, after,   2,  50,   1
    3012.975,  1720,Finish(1),before,   1,  50,   1
    3012.975,  1720,Finish(1), after,   2,  49,   1
    3013.295,  1721,  Arrival,before,   1,  49,   1
    3013.295,  1721,  Arrival, after,   2,  50,   1
    3013.374,  1724,  Arrival,before,   1,  50,   1
    3013.374,  1724,  Arrival, after,   2,  51,   1
    3014.743,  1723,Finish(1),before,   1,  51,   1
    3014.743,  1723,Finish(1), after,   2,  50,   1
    3015.233,  1727,Finish(1),before,   1,  50,   1
    3015.233,  1727,Finish(1), after,   2,  49,   1
    3015.494,  1729,Finish(1),before,   1,  49,   1
    3015.494,  1729,Finish(1), after,   2,  48,   1
    3015.808,  1725,  Arrival,before,   1,  48,   1
    3015.808,  1725,  Arrival, after,   2,  49,   1
    3016.215,  1731,Finish(1),before,   1,  49,   1
    3016.215,  1731,Finish(1), after,   2,  48,   1
    3016.665,  1732,  Arrival,before,   1,  48,   1
    3016.665,  1732,  Arrival, after,   2,  49,   1
    3018.081,  1735,  Arrival,before,   1,  49,   1
    3018.081,  1735,  Arrival, after,   2,  50,   1
    3019.967,  1734,Finish(1),before,   1,  50,   1
    3019.967,  1734,Finish(1), after,   2,  49,   1
    3023.740,  1738,Finish(1),before,   1,  49,   1
    3023.740,  1738,Finish(1), after,   2,  48,   1
    3024.372,  1740,Finish(1),before,   1,  48,   1
    3024.372,  1740,Finish(1), after,   2,  47,   1
    3028.148,  1742,Finish(1),before,   1,  47,   1
    3028.148,  1742,Finish(1), after,   2,  46,   1
    3031.603,  1744,Finish(1),before,   1,  46,   1
    3031.603,  1744,Finish(1), after,   2,  45,   1
    3032.376,  1746,Finish(1),before,   1,  45,   1
    3032.376,  1746,Finish(1), after,   2,  44,   1
    3032.549,  1748,Finish(1),before,   1,  44,   1
    3032.549,  1748,Finish(1), after,   2,  43,   1
    3033.826,  1750,Finish(1),before,   1,  43,   1
    3033.826,  1750,Finish(1), after,   2,  42,   1
    3036.263,  1736,  Arrival,before,   1,  42,   1
    3036.263,  1736,  Arrival, after,   2,  43,   1
    3039.429,  1753,  Arrival,before,   1,  43,   1
    3039.429,  1753,  Arrival, after,   2,  44,   1
    3040.975,  1754,  Arrival,before,   1,  44,   1
    3040.975,  1754,  Arrival, after,   2,  45,   1
    3041.064,  1752,Finish(1),before,   1,  45,   1
    3041.064,  1752,Finish(1), after,   2,  44,   1
    3050.152,  1757,Finish(1),before,   1,  44,   1
    3050.152,  1757,Finish(1), after,   2,  43,   1
    3051.446,  1755,  Arrival,before,   1,  43,   1
    3051.446,  1755,  Arrival, after,   2,  44,   1
    3051.622,  1759,Finish(1),before,   1,  44,   1
    3051.622,  1759,Finish(1), after,   2,  43,   1
    3057.476,  1760,  Arrival,before,   1,  43,   1
    3057.476,  1760,  Arrival, after,   2,  44,   1
    3058.108,  1763,  Arrival,before,   1,  44,   1
    3058.108,  1763,  Arrival, after,   2,  45,   1
    3058.411,  1764,  Arrival,before,   1,  45,   1
    3058.411,  1764,  Arrival, after,   2,  46,   1
    3062.856,  1762,Finish(1),before,   1,  46,   1
    3062.856,  1762,Finish(1), after,   2,  45,   1
    3063.151,  1765,  Arrival,before,   1,  45,   1
    3063.151,  1765,  Arrival, after,   2,  46,   1
    3064.197,  1767,Finish(1),before,   1,  46,   1
    3064.197,  1767,Finish(1), after,   2,  45,   1
    3065.888,  1768,  Arrival,before,   1,  45,   1
    3065.888,  1768,  Arrival, after,   2,  46,   1
    3067.580,  1771,  Arrival,before,   1,  46,   1
