# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
    1732.547,   957,Finish(2), after,   3,   3,   1,   2,   1
    1732.821,   962,  Arrival,before,   2,   3,   1,   2,   1
    1732.821,   962,  Arrival, after,   3,   3,   1,   3,   1
    1734.030,   965,  Arrival,before,   2,   3,   1,   3,   1
    1734.030,   965,  Arrival, after,   3,   4,   1,   3,   1
    1735.607,   961,Finish(1),before,   2,   4,   1,   3,   1
    1735.607,   961,Finish(1), after,   3,   3,   1,   3,   1
    1739.457,   966,  Arrival,before,   2,   3,   1,   3,   1
    1739.457,   966,  Arrival, after,   3,   4,   1,   3,   1
    1744.047,   969,  Arrival,before,   2,   4,   1,   3,   1
    1744.047,   969,  Arrival, after,   3,   4,   1,   4,   1
    1744.137,   964,Finish(2),before,   2,   4,   1,   4,   1
    1744.137,   964,Finish(2), after,   3,   4,   1,   3,   1
    1744.553,   968,Finish(1),before,   2,   4,   1,   3,   1
    1744.553,   968,Finish(1), after,   3,   3,   1,   3,   1
    1745.397,   970,  Arrival,before,   2,   3,   1,   3,   1
    1745.397,   970,  Arrival, after,   3,   4,   1,   3,   1
    1745.667,   975,  Arrival,before,   2,   4,   1,   3,   1
    1745.667,   975,  Arrival, after,   3,   4,   1,   4,   1
    1745.819,   976,  Arrival,before,   2,   4,   1,   4,   1
    1745.819,   976,  Arrival, after,   3,   5,   1,   4,   1
    1751.513,   977,  Arrival,before,   2,   5,   1,   4,   1
    1751.513,   977,  Arrival, after,   3,   5,   1,   5,   1
    1752.064,   978,  Arrival,before,   2,   5,   1,   5,   1
    1752.064,   978,  Arrival, after,   3,   6,   1,   5,   1
    1753.411,   972,Finish(2),before,   2,   6,   1,   5,   1
    1753.411,   972,Finish(2), after,   3,   6,   1,   4,   1
    1757.937,   981,Finish(2),before,   2,   6,   1,   4,   1
    1757.937,   981,Finish(2), after,   3,   6,   1,   3,   1
    1764.163,   979,  Arrival,before,   2,   6,   1,   3,   1
    1764.163,   979,  Arrival, after,   3,   6,   1,   4,   1
    1765.989,   983,Finish(2),before,   2,   6,   1,   4,   1
    1765.989,   983,Finish(2), after,   3,   6,   1,   3,   1
    1770.105,   974,Finish(1),before,   2,   6,   1,   3,   1
    1770.105,   974,Finish(1), after,   3,   5,   1,   3,   1
    1773.148,   988,Finish(1),before,   2,   5,   1,   3,   1
    1773.148,   988,Finish(1), after,   3,   4,   1,   3,   1
    1777.257,   990,Finish(1),before,   2,   4,   1,   3,   1
    1777.257,   990,Finish(1), after,   3,   3,   1,   3,   1
    1779.468,   984,  Arrival,before,   2,   3,   1,   3,   1
    1779.468,   984,  Arrival, after,   3,   4,   1,   3,   1
    1780.637,   993,  Arrival,before,   2,   4,   1,   3,   1
    1780.637,   993,  Arrival, after,   3,   4,   1,   4,   1
    1781.416,   986,Finish(2),before,   2,   4,   1,   4,   1
    1781.416,   986,Finish(2), after,   3,   4,   1,   3,   1
    1782.899,   994,  Arrival,before,   2,   4,   1,   3,   1
    1782.899,   994,  Arrival, after,   3,   4,   1,   4,   1
    1787.038,   996,Finish(2),before,   2,   4,   1,   4,   1
    1787.038,   996,Finish(2), after,   3,   4,   1,   3,   1
    1787.289,   992,Finish(1),before,   2,   4,   1,   3,   1
    1787.289,   992,Finish(1), after,   3,   3,   1,   3,   1
    1788.697,  1001,Finish(1),before,   2,   3,   1,   3,   1
    1788.697,  1001,Finish(1), after,   3,   2,   1,   3,   1
    1801.423,   997,  Arrival,before,   2,   2,   1,   3,   1
    1801.423,   997,  Arrival, after,   3,   3,   1,   3,   1
    1802.856,   999,Finish(2),before,   2,   3,   1,   3,   1
    1802.856,   999,Finish(2), after,   3,   3,   1,   2,   1
    1804.618,  1003,Finish(1),before,   2,   3,   1,   2,   1
    1804.618,  1003,Finish(1), after,   3,   2,   1,   2,   1
    1811.296,  1004,  Arrival,before,   2,   2,   1,   2,   1
    1811.296,  1004,  Arrival, after,   3,   3,   1,   2,   1
    1811.517,  1009,  Arrival,before,   2,   3,   1,   2,   1
    1811.517,  1009,  Arrival, after,   3,   3,   1,   3,   1
    1812.307,  1006,Finish(2),before,   2,   3,   1,   3,   1
    1812.307,  1006,Finish(2), after,   3,   3,   1,   2,   1
    1813.155,  1012,Finish(2),before,   2,   3,   1,   2,   1
    1813.155,  1012,Finish(2), after,   3,   3,   1,   1,   1
    1817.153,  1010,  Arrival,before,   2,   3,   1,   1,   1
    1817.153,  1010,  Arrival, after,   3,   3,   1,   2,   1
    1818.253,  1014,Finish(2),before,   2,   3,   1,   2,   1
    1818.253,  1014,Finish(2), after,   3,   3,   1,   1,   1
    1821.191,  1008,Finish(1),before,   2,   3,   1,   1,   1
    1821.191,  1008,Finish(1), after,   3,   2,   1,   1,   1
    1822.706,  1019,Finish(1),before,   2,   2,   1,   1,   1
    1822.706,  1019,Finish(1), after,   3,   1,   1,   1,   1
    1823.982,  1015,  Arrival,before,   2,   1,   1,   1,   1
    1823.982,  1015,  Arrival, after,   3,   2,   1,   1,   1
    1829.790,  1022,  Arrival,before,   2,   2,   1,   1,   1
    1829.790,  1022,  Arrival, after,   3,   2,   1,   2,   1
    1833.796,  1023,  Arrival,before,   2,   2,   1,   2,   1
    1833.796,  1023,  Arrival, after,   3,   3,   1,   2,   1
    1836.330,  1024,  Arrival,before,   2,   3,   1,   2,   1
    1836.330,  1024,  Arrival, after,   3,   3,   1,   3,   1
    1840.256,  1017,Finish(2),before,   2,   3,   1,   3,   1
    1840.256,  1017,Finish(2), after,   3,   3,   1,   2,   1
    1841.147,  1021,Finish(1),before,   2,   3,   1,   2,   1
    1841.147,  1021,Finish(1), after,   3,   2,   1,   2,   1
    1841.691,  1025,  Arrival,before,   2,   2,   1,   2,   1
    1841.691,  1025,  Arrival, after,   3,   3,   1,   2,   1
    1847.571,  1030,  Arrival,before,   2,   3,   1,   2,   1
    1847.571,  1030,  Arrival, after,   3,   3,   1,   3,   1
    1848.347,  1029,Finish(1),before,   2,   3,   1,   3,   1
    1848.347,  1029,Finish(1), after,   3,   2,   1,   3,   1
    1852.143,  1031,  Arrival,before,   2,   2,   1,   3,   1
    1852.143,  1031,  Arrival, after,   3,   3,   1,   3,   1
    1852.769,  1034,  Arrival,before,   2,   3,   1,   3,   1
    1852.769,  1034,  Arrival, after,   3,   4,   1,   3,   1
    1853.399,  1035,  Arrival,before,   2,   4,   1,   3,   1
    1853.399,  1035,  Arrival, after,   3,   4,   1,   4,   1
    1853.484,  1036,  Arrival,before,   2,   4,   1,   4,   1
    1853.484,  1036,  Arrival, after,   3,   5,   1,   4,   1
    1853.822,  1033,Finish(1),before,   2,   5,   1,   4,   1
    1853.822,  1033,Finish(1), after,   3,   4,   1,   4,   1
    1857.907,  1039,Finish(1),before,   2,   4,   1,   4,   1
    1857.907,  1039,Finish(1), after,   3,   3,   1,   4,   1
    1858.086,  1027,Finish(2),before,   2,   3,   1,   4,   1
    1858.086,  1027,Finish(2), after,   3,   3,   1,   3,   1
    1858.769,  1037,  Arrival,before,   2,   3,   1,   3,   1
    1858.769,  1037,  Arrival, after,   3,   4,   1,   3,   1
    1860.325,  1044,  Arrival,before,   2,   4,   1,   3,   1
    1860.325,  1044,  Arrival, after,   3,   4,   1,   4,   1
    1862.886,  1043,Finish(2),before,   2,   4,   1,   4,   1
    1862.886,  1043,Finish(2), after,   3,   4,   1,   3,   1
    1867.731,  1041,Finish(1),before,   2,   4,   1,   3,   1
    1867.731,  1041,Finish(1), after,   3,   3,   1,   3,   1
    1873.052,  1045,  Arrival,before,   2,   3,   1,   3,   1
    1873.052,  1045,  Arrival, after,   3,   4,   1,   3,   1
    1879.093,  1050,  Arrival,before,   2,   4,   1,   3,   1
    1879.093,  1050,  Arrival, after,   3,   4,   1,   4,   1
    1885.219,  1051,  Arrival,before,   2,   4,   1,   4,   1
    1885.219,  1051,  Arrival, after,   3,   5,   1,   4,   1
    1886.592,  1052,  Arrival,before,   2,   5,   1,   4,   1
    1886.592,  1052,  Arrival, after,   3,   5,   1,   5,   1
    1889.543,  1047,Finish(2),before,   2,   5,   1,   5,   1
    1889.543,  1047,Finish(2), after,   3,   5,   1,   4,   1
    1890.336,  1053,  Arrival,before,   2,   5,   1,   4,   1
    1890.336,  1053,  Arrival, after,   3,   5,   1,   5,   1
    1890.616,  1056,  Arrival,before,   2,   5,   1,   5,   1
    1890.616,  1056,  Arrival, after,   3,   6,   1,   5,   1
    1895.835,  1049,Finish(1),before,   2,   6,   1,   5,   1
    1895.835,  1049,Finish(1), after,   3,   5,   1,   5,   1
    1900.407,  1057,  Arrival,before,   2,   5,   1,   5,   1
    1900.407,  1057,  Arrival, after,   3,   6,   1,   5,   1
    1900.717,  1060,  Arrival,before,   2,   6,   1,   5,   1
    1900.717,  1060,  Arrival, after,   3,   6,   1,   6,   1
    1910.143,  1059,Finish(1),before,   2,   6,   1,   6,   1
    1910.143,  1059,Finish(1), after,   3,   5,   1,   6,   1
    1910.278,  1055,Finish(2),before,   2,   5,   1,   6,   1
    1910.278,  1055,Finish(2), after,   3,   5,   1,   5,   1
    1912.307,  1061,  Arrival,before,   2,   5,   1,   5,   1
    1912.307,  1061,  Arrival, after,   3,   6,   1,   5,   1
    1915.442,  1066,  Arrival,before,   2,   6,   1,   5,   1
    1915.442,  1066,  Arrival, after,   3,   6,   1,   6,   1
    1917.711,  1067,  Arrival,before,   2,   6,   1,   6,   1
    1917.711,  1067,  Arrival, after,   3,   7,   1,   6,   1
    1917.944,  1063,Finish(1),before,   2,   7,   1,   6,   1
    1917.944,  1063,Finish(1), after,   3,   6,   1,   6,   1
    1919.804,  1065,Finish(2),before,   2,   6,   1,   6,   1
    1919.804,  1065,Finish(2), after,   3,   6,   1,   5,   1
    1925.288,  1068,  Arrival,before,   2,   6,   1,   5,   1
    1925.288,  1068,  Arrival, after,   3,   6,   1,   6,   1
    1927.124,  1073,  Arrival,before,   2,   6,   1,   6,   1
    1927.124,  1073,  Arrival, after,   3,   7,   1,   6,   1
    1930.229,  1074,  Arrival,before,   2,   7,   1,   6,   1
    1930.229,  1074,  Arrival, after,   3,   7,   1,   7,   1
    1933.527,  1070,Finish(1),before,   2,   7,   1,   7,   1
    1933.527,  1070,Finish(1), after,   3,   6,   1,   7,   1
    1934.451,  1072,Finish(2),before,   2,   6,   1,   7,   1
    1934.451,  1072,Finish(2), after,   3,   6,   1,   6,   1
    1934.899,  1075,  Arrival,before,   2,   6,   1,   6,   1
    1934.899,  1075,  Arrival, after,   3,   7,   1,   6,   1
    1936.131,  1080,  Arrival,before,   2,   7,   1,   6,   1
    1936.131,  1080,  Arrival, after,   3,   7,   1,   7,   1
    1936.929,  1079,Finish(2),before,   2,   7,   1,   7,   1
    1936.929,  1079,Finish(2), after,   3,   7,   1,   6,   1
    1939.108,  1083,Finish(2),before,   2,   7,   1,   6,   1
    1939.108,  1083,Finish(2), after,   3,   7,   1,   5,   1
    1940.224,  1085,Finish(2),before,   2,   7,   1,   5,   1
    1940.224,  1085,Finish(2), after,   3,   7,   1,   4,   1
    1943.191,  1077,Finish(1),before,   2,   7,   1,   4,   1
    1943.191,  1077,Finish(1), after,   3,   6,   1,   4,   1
    1945.227,  1081,  Arrival,before,   2,   6,   1,   4,   1
    1945.227,  1081,  Arrival, after,   3,   6,   1,   5,   1
    1950.483,  1090,  Arrival,before,   2,   6,   1,   5,   1
    1950.483,  1090,  Arrival, after,   3,   6,   1,   6,   1
    1953.363,  1091,  Arrival,before,   2,   6,   1,   6,   1
    1953.363,  1091,  Arrival, after,   3,   7,   1,   6,   1
    1953.516,  1089,Finish(1),before,   2,   7,   1,   6,   1
    1953.516,  1089,Finish(1), after,   3,   6,   1,   6,   1
    1953.957,  1087,Finish(2),before,   2,   6,   1,   6,   1
    1953.957,  1087,Finish(2), after,   3,   6,   1,   5,   1
    1957.734,  1092,  Arrival,before,   2,   6,   1,   5,   1
    1957.734,  1092,  Arrival, after,   3,   6,   1,   6,   1
    1958.821,  1094,Finish(1),before,   2,   6,   1,   6,   1
    1958.821,  1094,Finish(1), after,   3,   5,   1,   6,   1
    1959.729,  1096,Finish(2),before,   2,   5,   1,   6,   1
    1959.729,  1096,Finish(2), after,   3,   5,   1,   5,   1
    1960.195,  1101,Finish(2),before,   2,   5,   1,   5,   1
    1960.195,  1101,Finish(2), after,   3,   5,   1,   4,   1
    1963.089,  1103,Finish(2),before,   2,   5,   1,   4,   1
    1963.089,  1103,Finish(2), after,   3,   5,   1,   3,   1
    1963.173,  1097,  Arrival,before,   2,   5,   1,   3,   1
    1963.173,  1097,  Arrival, after,   3,   5,   1,   4,   1
    1963.823,  1106,  Arrival,before,   2,   5,   1,   4,   1
    1963.823,  1106,  Arrival, after,   3,   5,   1,   5,   1
    1965.207,  1099,Finish(1),before,   2,   5,   1,   5,   1
    1965.207,  1099,Finish(1), after,   3,   4,   1,   5,   1
    1966.960,  1109,Finish(1),before,   2,   4,   1,   5,   1
    1966.960,  1109,Finish(1), after,   3,   3,   1,   5,   1
    1968.066,  1107,  Arrival,before,   2,   3,   1,   5,   1
    1968.066,  1107,  Arrival, after,   3,   4,   1,   5,   1
    1972.210,  1112,  Arrival,before,   2,   4,   1,   5,   1
    1972.210,  1112,  Arrival, after,   3,   5,   1,   5,   1
    1972.884,  1113,  Arrival,before,   2,   5,   1,   5,   1
    1972.884,  1113,  Arrival, after,   3,   6,   1,   5,   1
    1974.000,  1114,  Arrival,before,   2,   6,   1,   5,   1
    1974.000,  1114,  Arrival, after,   3,   6,   1,   6,   1
    1975.811,  1111,Finish(1),before,   2,   6,   1,   6,   1
    1975.811,  1111,Finish(1), after,   3,   5,   1,   6,   1
    1977.136,  1115,  Arrival,before,   2,   5,   1,   6,   1
    1977.136,  1115,  Arrival, after,   3,   6,   1,   6,   1
    1978.978,  1105,Finish(2),before,   2,   6,   1,   6,   1
    1978.978,  1105,Finish(2), after,   3,   6,   1,   5,   1
    1981.925,  1118,  Arrival,before,   2,   6,   1,   5,   1
    1981.925,  1118,  Arrival, after,   3,   6,   1,   6,   1
    1982.824,  1121,  Arrival,before,   2,   6,   1,   6,   1
    1982.824,  1121,  Arrival, after,   3,   7,   1,   6,   1
    1987.693,  1117,Finish(1),before,   2,   7,   1,   6,   1
    1987.693,  1117,Finish(1), after,   3,   6,   1,   6,   1
    1990.237,  1122,  Arrival,before,   2,   6,   1,   6,   1
    1990.237,  1122,  Arrival, after,   3,   7,   1,   6,   1
    1992.916,  1120,Finish(2),before,   2,   7,   1,   6,   1
    1992.916,  1120,Finish(2), after,   3,   7,   1,   5,   1
    1999.430,  1124,Finish(1),before,   2,   7,   1,   5,   1
    1999.430,  1124,Finish(1), after,   3,   6,   1,   5,   1
    1999.848,  1125,  Arrival,before,   2,   6,   1,   5,   1
    1999.848,  1125,  Arrival, after,   3,   6,   1,   6,   1
    2002.994,  1130,  Arrival,before,   2,   6,   1,   6,   1
    2002.994,  1130,  Arrival, after,   3,   7,   1,   6,   1
    2006.475,  1131,  Arrival,before,   2,   7,   1,   6,   1
    2006.475,  1131,  Arrival, after,   3,   7,   1,   7,   1
    2007.965,  1127,Finish(2),before,   2,   7,   1,   7,   1
    2007.965,  1127,Finish(2), after,   3,   7,   1,   6,   1
    2012.624,  1134,Finish(2),before,   2,   7,   1,   6,   1
    2012.624,  1134,Finish(2), after,   3,   7,   1,   5,   1
    2015.571,  1132,  Arrival,before,   2,   7,   1,   5,   1
    2015.571,  1132,  Arrival, after,   3,   7,   1,   6,   1
    2016.090,  1137,  Arrival,before,   2,   7,   1,   6,   1
    2016.090,  1137,  Arrival, after,   3,   7,   1,   7,   1
    2018.042,  1138,  Arrival,before,   2,   7,   1,   7,   1
    2018.042,  1138,  Arrival, after,   3,   8,   1,   7,   1
    2018.296,  1136,Finish(2),before,   2,   8,   1,   7,   1
    2018.296,  1136,Finish(2), after,   3,   8,   1,   6,   1
    2021.451,  1129,Finish(1),before,   2,   8,   1,   6,   1
    2021.451,  1129,Finish(1), after,   3,   7,   1,   6,   1
    2025.865,  1139,  Arrival,before,   2,   7,   1,   6,   1
    2025.865,  1139,  Arrival, after,   3,   7,   1,   7,   1
    2027.609,  1144,  Arrival,before,   2,   7,   1,   7,   1
    2027.609,  1144,  Arrival, after,   3,   8,   1,   7,   1
    2031.118,  1145,  Arrival,before,   2,   8,   1,   7,   1
    2031.118,  1145,  Arrival, after,   3,   8,   1,   8,   1
    2031.651,  1143,Finish(1),before,   2,   8,   1,   8,   1
    2031.651,  1143,Finish(1), after,   3,   7,   1,   8,   1
    2034.362,  1148,Finish(1),before,   2,   7,   1,   8,   1
    2034.362,  1148,Finish(1), after,   3,   6,   1,   8,   1
    2035.170,  1150,Finish(1),before,   2,   6,   1,   8,   1
    2035.170,  1150,Finish(1), after,   3,   5,   1,   8,   1
    2036.412,  1146,  Arrival,before,   2,   5,   1,   8,   1
    2036.412,  1146,  Arrival, after,   3,   6,   1,   8,   1
    2038.959,  1141,Finish(2),before,   2,   6,   1,   8,   1
    2038.959,  1141,Finish(2), after,   3,   6,   1,   7,   1
    2039.389,  1155,Finish(2),before,   2,   6,   1,   7,   1
    2039.389,  1155,Finish(2), after,   3,   6,   1,   6,   1
    2040.292,  1152,Finish(1),before,   2,   6,   1,   6,   1
    2040.292,  1152,Finish(1), after,   3,   5,   1,   6,   1
    2040.887,  1153,  Arrival,before,   2,   5,   1,   6,   1
    2040.887,  1153,  Arrival, after,   3,   6,   1,   6,   1
    2044.893,  1160,  Arrival,before,   2,   6,   1,   6,   1
    2044.893,  1160,  Arrival, after,   3,   7,   1,   6,   1
    2048.554,  1157,Finish(2),before,   2,   7,   1,   6,   1
    2048.554,  1157,Finish(2), after,   3,   7,   1,   5,   1
    2049.030,  1161,  Arrival,before,   2,   7,   1,   5,   1
    2049.030,  1161,  Arrival, after,   3,   7,   1,   6,   1
    2050.235,  1164,  Arrival,before,   2,   7,   1,   6,   1
    2050.235,  1164,  Arrival, after,   3,   7,   1,   7,   1
    2053.419,  1165,  Arrival,before,   2,   7,   1,   7,   1
    2053.419,  1165,  Arrival, after,   3,   8,   1,   7,   1
    2053.580,  1159,Finish(1),before,   2,   8,   1,   7,   1
    2053.580,  1159,Finish(1), after,   3,   7,   1,   7,   1
    2056.136,  1168,Finish(1),before,   2,   7,   1,   7,   1
    2056.136,  1168,Finish(1), after,   3,   6,   1,   7,   1
    2062.889,  1166,  Arrival,before,   2,   6,   1,   7,   1
    2062.889,  1166,  Arrival, after,   3,   7,   1,   7,   1
    2064.266,  1171,  Arrival,before,   2,   7,   1,   7,   1
    2064.266,  1171,  Arrival, after,   3,   8,   1,   7,   1
    2064.647,  1163,Finish(2),before,   2,   8,   1,   7,   1
    2064.647,  1163,Finish(2), after,   3,   8,   1,   6,   1
    2065.062,  1172,  Arrival,before,   2,   8,   1,   6,   1
    2065.062,  1172,  Arrival, after,   3,   8,   1,   7,   1
    2065.137,  1170,Finish(1),before,   2,   8,   1,   7,   1
    2065.137,  1170,Finish(1), after,   3,   7,   1,   7,   1
    2065.925,  1175,  Arrival,before,   2,   7,   1,   7,   1
    2065.925,  1175,  Arrival, after,   3,   8,   1,   7,   1
    2067.530,  1178,  Arrival,before,   2,   8,   1,   7,   1
    2067.530,  1178,  Arrival, after,   3,   8,   1,   8,   1
    2069.057,  1179,  Arrival,before,   2,   8,   1,   8,   1
    2069.057,  1179,  Arrival, after,   3,   9,   1,   8,   1
    2072.051,  1180,  Arrival,before,   2,   9,   1,   8,   1
    2072.051,  1180,  Arrival, after,   3,   9,   1,   9,   1
    2074.385,  1177,Finish(1),before,   2,   9,   1,   9,   1
    2074.385,  1177,Finish(1), after,   3,   8,   1,   9,   1
    2076.335,  1181,  Arrival,before,   2,   8,   1,   9,   1
    2076.335,  1181,  Arrival, after,   3,   9,   1,   9,   1
    2078.458,  1184,  Arrival,before,   2,   9,   1,   9,   1
    2078.458,  1184,  Arrival, after,   3,  10,   1,   9,   1
    2078.564,  1185,  Arrival,before,   2,  10,   1,   9,   1
    2078.564,  1185,  Arrival, after,   3,  10,   1,  10,   1
    2078.570,  1186,  Arrival,before,   2,  10,   1,  10,   1
    2078.570,  1186,  Arrival, after,   3,  11,   1,  10,   1
    2078.727,  1187,  Arrival,before,   2,  11,   1,  10,   1
    2078.727,  1187,  Arrival, after,   3,  11,   1,  11,   1
    2089.364,  1188,  Arrival,before,   2,  11,   1,  11,   1
    2089.364,  1188,  Arrival, after,   3,  12,   1,  11,   1
    2089.641,  1189,  Arrival,before,   2,  12,   1,  11,   1
    2089.641,  1189,  Arrival, after,   3,  12,   1,  12,   1
    2093.956,  1174,Finish(2),before,   2,  12,   1,  12,   1
    2093.956,  1174,Finish(2), after,   3,  12,   1,  11,   1
    2094.490,  1192,Finish(2),before,   2,  12,   1,  11,   1
    2094.490,  1192,Finish(2), after,   3,  12,   1,  10,   1
    2097.656,  1183,Finish(1),before,   2,  12,   1,  10,   1
    2097.656,  1183,Finish(1), after,   3,  11,   1,  10,   1
    2101.491,  1190,  Arrival,before,   2,  11,   1,  10,   1
    2101.491,  1190,  Arrival, after,   3,  11,   1,  11,   1
    2106.858,  1196,Finish(1),before,   2,  11,   1,  11,   1
    2106.858,  1196,Finish(1), after,   3,  10,   1,  11,   1
    2110.034,  1197,  Arrival,before,   2,  10,   1,  11,   1
    2110.034,  1197,  Arrival, after,   3,  11,   1,  11,   1
    2110.346,  1194,Finish(2),before,   2,  11,   1,  11,   1
    2110.346,  1194,Finish(2), after,   3,  11,   1,  10,   1
    2110.368,  1199,Finish(1),before,   2,  11,   1,  10,   1
    2110.368,  1199,Finish(1), after,   3,  10,   1,  10,   1
    2112.247,  1204,Finish(1),before,   2,  10,   1,  10,   1
    2112.247,  1204,Finish(1), after,   3,   9,   1,  10,   1
    2112.884,  1200,  Arrival,before,   2,   9,   1,  10,   1
    2112.884,  1200,  Arrival, after,   3,  10,   1,  10,   1
    2115.276,  1206,Finish(1),before,   2,  10,   1,  10,   1
    2115.276,  1206,Finish(1), after,   3,   9,   1,  10,   1
    2118.740,  1202,Finish(2),before,   2,   9,   1,  10,   1
    2118.740,  1202,Finish(2), after,   3,   9,   1,   9,   1
    2120.445,  1207,  Arrival,before,   2,   9,   1,   9,   1
    2120.445,  1207,  Arrival, after,   3,  10,   1,   9,   1
    2122.320,  1212,  Arrival,before,   2,  10,   1,   9,   1
    2122.320,  1212,  Arrival, after,   3,  10,   1,  10,   1
    2124.000,  1209,Finish(1),before,   2,  10,   1,  10,   1
    2124.000,  1209,Finish(1), after,   3,   9,   1,  10,   1
    2124.902,  1213,  Arrival,before,   2,   9,   1,  10,   1
    2124.902,  1213,  Arrival, after,   3,  10,   1,  10,   1
    2128.215,  1216,  Arrival,before,   2,  10,   1,  10,   1
    2128.215,  1216,  Arrival, after,   3,  11,   1,  10,   1
    2128.744,  1215,Finish(1),before,   2,  11,   1,  10,   1
    2128.744,  1215,Finish(1), after,   3,  10,   1,  10,   1
    2129.373,  1211,Finish(2),before,   2,  10,   1,  10,   1
    2129.373,  1211,Finish(2), after,   3,  10,   1,   9,   1
    2129.516,  1217,  Arrival,before,   2,  10,   1,   9,   1
    2129.516,  1217,  Arrival, after,   3,  10,   1,  10,   1
    2132.166,  1222,  Arrival,before,   2,  10,   1,  10,   1
    2132.166,  1222,  Arrival, after,   3,  11,   1,  10,   1
    2133.914,  1219,Finish(1),before,   2,  11,   1,  10,   1
    2133.914,  1219,Finish(1), after,   3,  10,   1,  10,   1
    2134.520,  1223,  Arrival,before,   2,  10,   1,  10,   1
    2134.520,  1223,  Arrival, after,   3,  11,   1,  10,   1
    2137.507,  1226,  Arrival,before,   2,  11,   1,  10,   1
    2137.507,  1226,  Arrival, after,   3,  11,   1,  11,   1
    2138.072,  1221,Finish(2),before,   2,  11,   1,  11,   1
    2138.072,  1221,Finish(2), after,   3,  11,   1,  10,   1
    2140.132,  1227,  Arrival,before,   2,  11,   1,  10,   1
    2140.132,  1227,  Arrival, after,   3,  11,   1,  11,   1
    2146.616,  1230,  Arrival,before,   2,  11,   1,  11,   1
    2146.616,  1230,  Arrival, after,   3,  12,   1,  11,   1
    2151.981,  1225,Finish(1),before,   2,  12,   1,  11,   1
    2151.981,  1225,Finish(1), after,   3,  11,   1,  11,   1
    2152.672,  1233,Finish(1),before,   2,  11,   1,  11,   1
    2152.672,  1233,Finish(1), after,   3,  10,   1,  11,   1
    2154.063,  1231,  Arrival,before,   2,  10,   1,  11,   1
    2154.063,  1231,  Arrival, after,   3,  11,   1,  11,   1
    2154.740,  1236,  Arrival,before,   2,  11,   1,  11,   1
    2154.740,  1236,  Arrival, after,   3,  12,   1,  11,   1
    2161.149,  1237,  Arrival,before,   2,  12,   1,  11,   1
    2161.149,  1237,  Arrival, after,   3,  12,   1,  12,   1
    2163.808,  1238,  Arrival,before,   2,  12,   1,  12,   1
    2163.808,  1238,  Arrival, after,   3,  13,   1,  12,   1
    2170.949,  1239,  Arrival,before,   2,  13,   1,  12,   1
    2170.949,  1239,  Arrival, after,   3,  13,   1,  13,   1
    2172.197,  1229,Finish(2),before,   2,  13,   1,  13,   1
    2172.197,  1229,Finish(2), after,   3,  13,   1,  12,   1
    2175.614,  1240,  Arrival,before,   2,  13,   1,  12,   1
    2175.614,  1240,  Arrival, after,   3,  13,   1,  13,   1
    2177.059,  1243,  Arrival,before,   2,  13,   1,  13,   1
    2177.059,  1243,  Arrival, after,   3,  14,   1,  13,   1
    2177.303,  1235,Finish(1),before,   2,  14,   1,  13,   1
    2177.303,  1235,Finish(1), after,   3,  13,   1,  13,   1
    2178.457,  1244,  Arrival,before,   2,  13,   1,  13,   1
    2178.457,  1244,  Arrival, after,   3,  14,   1,  13,   1
    2180.633,  1247,  Arrival,before,   2,  14,   1,  13,   1
    2180.633,  1247,  Arrival, after,   3,  14,   1,  14,   1
    2190.268,  1248,  Arrival,before,   2,  14,   1,  14,   1
    2190.268,  1248,  Arrival, after,   3,  15,   1,  14,   1
    2190.408,  1246,Finish(1),before,   2,  15,   1,  14,   1
    2190.408,  1246,Finish(1), after,   3,  14,   1,  14,   1
    2191.479,  1251,Finish(1),before,   2,  14,   1,  14,   1
    2191.479,  1251,Finish(1), after,   3,  13,   1,  14,   1
    2193.826,  1249,  Arrival,before,   2,  13,   1,  14,   1
    2193.826,  1249,  Arrival, after,   3,  14,   1,  14,   1
    2194.572,  1254,  Arrival,before,   2,  14,   1,  14,   1
    2194.572,  1254,  Arrival, after,   3,  15,   1,  14,   1
    2199.588,  1255,  Arrival,before,   2,  15,   1,  14,   1
    2199.588,  1255,  Arrival, after,   3,  15,   1,  15,   1
    2204.077,  1253,Finish(1),before,   2,  15,   1,  15,   1
    2204.077,  1253,Finish(1), after,   3,  14,   1,  15,   1
    2206.693,  1242,Finish(2),before,   2,  14,   1,  15,   1
    2206.693,  1242,Finish(2), after,   3,  14,   1,  14,   1
    2206.848,  1256,  Arrival,before,   2,  14,   1,  14,   1
    2206.848,  1256,  Arrival, after,   3,  15,   1,  14,   1
    2207.172,  1261,  Arrival,before,   2,  15,   1,  14,   1
    2207.172,  1261,  Arrival, after,   3,  15,   1,  15,   1
    2208.796,  1260,Finish(2),before,   2,  15,   1,  15,   1
    2208.796,  1260,Finish(2), after,   3,  15,   1,  14,   1
    2209.125,  1262,  Arrival,before,   2,  15,   1,  14,   1
    2209.125,  1262,  Arrival, after,   3,  15,   1,  15,   1
    2213.466,  1265,  Arrival,before,   2,  15,   1,  15,   1
    2213.466,  1265,  Arrival, after,   3,  16,   1,  15,   1
