# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
    7177.066,  4211,  Arrival,before,   2,  14,   1,  13,   1
    7177.066,  4211,  Arrival, after,   3,  14,   1,  14,   1
    7177.683,  4212,  Arrival,before,   2,  14,   1,  14,   1
    7177.683,  4212,  Arrival, after,   3,  15,   1,  14,   1
    7178.703,  4204,Finish(2),before,   2,  15,   1,  14,   1
    7178.703,  4204,Finish(2), after,   3,  15,   1,  13,   1
    7179.359,  4215,Finish(2),before,   2,  15,   1,  13,   1
    7179.359,  4215,Finish(2), after,   3,  15,   1,  12,   1
    7183.561,  4210,Finish(1),before,   2,  15,   1,  12,   1
    7183.561,  4210,Finish(1), after,   3,  14,   1,  12,   1
    7183.569,  4213,  Arrival,before,   2,  14,   1,  12,   1
    7183.569,  4213,  Arrival, after,   3,  14,   1,  13,   1
    7184.751,  4220,  Arrival,before,   2,  14,   1,  13,   1
    7184.751,  4220,  Arrival, after,   3,  14,   1,  14,   1
    7194.783,  4221,  Arrival,before,   2,  14,   1,  14,   1
    7194.783,  4221,  Arrival, after,   3,  15,   1,  14,   1
    7195.398,  4222,  Arrival,before,   2,  15,   1,  14,   1
    7195.398,  4222,  Arrival, after,   3,  15,   1,  15,   1
    7200.433,  4217,Finish(2),before,   2,  15,   1,  15,   1
    7200.433,  4217,Finish(2), after,   3,  15,   1,  14,   1
    7203.660,  4225,Finish(2),before,   2,  15,   1,  14,   1
    7203.660,  4225,Finish(2), after,   3,  15,   1,  13,   1
    7205.985,  4219,Finish(1),before,   2,  15,   1,  13,   1
    7205.985,  4219,Finish(1), after,   3,  14,   1,  13,   1
    7208.088,  4229,Finish(1),before,   2,  14,   1,  13,   1
    7208.088,  4229,Finish(1), after,   3,  13,   1,  13,   1
    7210.709,  4223,  Arrival,before,   2,  13,   1,  13,   1
    7210.709,  4223,  Arrival, after,   3,  14,   1,  13,   1
    7212.578,  4232,  Arrival,before,   2,  14,   1,  13,   1
    7212.578,  4232,  Arrival, after,   3,  14,   1,  14,   1
    7214.887,  4233,  Arrival,before,   2,  14,   1,  14,   1
    7214.887,  4233,  Arrival, after,   3,  15,   1,  14,   1
    7215.449,  4227,Finish(2),before,   2,  15,   1,  14,   1
    7215.449,  4227,Finish(2), after,   3,  15,   1,  13,   1
    7215.844,  4234,  Arrival,before,   2,  15,   1,  13,   1
    7215.844,  4234,  Arrival, after,   3,  15,   1,  14,   1
    7216.519,  4236,Finish(2),before,   2,  15,   1,  14,   1
    7216.519,  4236,Finish(2), after,   3,  15,   1,  13,   1
    7216.748,  4231,Finish(1),before,   2,  15,   1,  13,   1
    7216.748,  4231,Finish(1), after,   3,  14,   1,  13,   1
    7218.593,  4237,  Arrival,before,   2,  14,   1,  13,   1
    7218.593,  4237,  Arrival, after,   3,  14,   1,  14,   1
    7218.681,  4241,Finish(1),before,   2,  14,   1,  14,   1
    7218.681,  4241,Finish(1), after,   3,  13,   1,  14,   1
    7218.990,  4242,  Arrival,before,   2,  13,   1,  14,   1
    7218.990,  4242,  Arrival, after,   3,  14,   1,  14,   1
    7230.126,  4244,Finish(1),before,   2,  14,   1,  14,   1
    7230.126,  4244,Finish(1), after,   3,  13,   1,  14,   1
    7232.426,  4239,Finish(2),before,   2,  13,   1,  14,   1
    7232.426,  4239,Finish(2), after,   3,  13,   1,  13,   1
    7240.422,  4245,  Arrival,before,   2,  13,   1,  13,   1
    7240.422,  4245,  Arrival, after,   3,  14,   1,  13,   1
    7240.581,  4249,Finish(2),before,   2,  14,   1,  13,   1
    7240.581,  4249,Finish(2), after,   3,  14,   1,  12,   1
    7242.830,  4252,Finish(2),before,   2,  14,   1,  12,   1
    7242.830,  4252,Finish(2), after,   3,  14,   1,  11,   1
    7244.291,  4250,  Arrival,before,   2,  14,   1,  11,   1
    7244.291,  4250,  Arrival, after,   3,  14,   1,  12,   1
    7244.668,  4254,Finish(2),before,   2,  14,   1,  12,   1
    7244.668,  4254,Finish(2), after,   3,  14,   1,  11,   1
    7245.067,  4255,  Arrival,before,   2,  14,   1,  11,   1
    7245.067,  4255,  Arrival, after,   3,  14,   1,  12,   1
    7257.395,  4258,  Arrival,before,   2,  14,   1,  12,   1
    7257.395,  4258,  Arrival, after,   3,  14,   1,  13,   1
    7257.463,  4259,  Arrival,before,   2,  14,   1,  13,   1
    7257.463,  4259,  Arrival, after,   3,  14,   1,  14,   1
    7257.485,  4247,Finish(1),before,   2,  14,   1,  14,   1
    7257.485,  4247,Finish(1), after,   3,  13,   1,  14,   1
    7260.814,  4257,Finish(2),before,   2,  13,   1,  14,   1
    7260.814,  4257,Finish(2), after,   3,  13,   1,  13,   1
    7261.344,  4260,  Arrival,before,   2,  13,   1,  13,   1
    7261.344,  4260,  Arrival, after,   3,  14,   1,  13,   1
    7264.782,  4262,Finish(1),before,   2,  14,   1,  13,   1
    7264.782,  4262,Finish(1), after,   3,  13,   1,  13,   1
    7265.435,  4267,Finish(1),before,   2,  13,   1,  13,   1
    7265.435,  4267,Finish(1), after,   3,  12,   1,  13,   1
    7269.011,  4269,Finish(1),before,   2,  12,   1,  13,   1
    7269.011,  4269,Finish(1), after,   3,  11,   1,  13,   1
    7271.976,  4271,Finish(1),before,   2,  11,   1,  13,   1
    7271.976,  4271,Finish(1), after,   3,  10,   1,  13,   1
    7273.354,  4265,  Arrival,before,   2,  10,   1,  13,   1
    7273.354,  4265,  Arrival, after,   3,  11,   1,  13,   1
    7274.070,  4264,Finish(2),before,   2,  11,   1,  13,   1
    7274.070,  4264,Finish(2), after,   3,  11,   1,  12,   1
    7275.596,  4276,Finish(2),before,   2,  11,   1,  12,   1
    7275.596,  4276,Finish(2), after,   3,  11,   1,  11,   1
    7282.111,  4274,  Arrival,before,   2,  11,   1,  11,   1
    7282.111,  4274,  Arrival, after,   3,  12,   1,  11,   1
    7286.215,  4279,  Arrival,before,   2,  12,   1,  11,   1
    7286.215,  4279,  Arrival, after,   3,  12,   1,  12,   1
    7290.128,  4273,Finish(1),before,   2,  12,   1,  12,   1
    7290.128,  4273,Finish(1), after,   3,  11,   1,  12,   1
    7297.127,  4280,  Arrival,before,   2,  11,   1,  12,   1
    7297.127,  4280,  Arrival, after,   3,  12,   1,  12,   1
    7301.704,  4283,  Arrival,before,   2,  12,   1,  12,   1
    7301.704,  4283,  Arrival, after,   3,  13,   1,  12,   1
    7304.214,  4282,Finish(1),before,   2,  13,   1,  12,   1
    7304.214,  4282,Finish(1), after,   3,  12,   1,  12,   1
    7304.751,  4284,  Arrival,before,   2,  12,   1,  12,   1
    7304.751,  4284,  Arrival, after,   3,  13,   1,  12,   1
    7306.534,  4286,Finish(1),before,   2,  13,   1,  12,   1
    7306.534,  4286,Finish(1), after,   3,  12,   1,  12,   1
    7309.528,  4287,  Arrival,before,   2,  12,   1,  12,   1
    7309.528,  4287,  Arrival, after,   3,  13,   1,  12,   1
    7312.072,  4289,Finish(1),before,   2,  13,   1,  12,   1
    7312.072,  4289,Finish(1), after,   3,  12,   1,  12,   1
    7317.483,  4278,Finish(2),before,   2,  12,   1,  12,   1
    7317.483,  4278,Finish(2), after,   3,  12,   1,  11,   1
    7318.831,  4292,Finish(1),before,   2,  12,   1,  11,   1
    7318.831,  4292,Finish(1), after,   3,  11,   1,  11,   1
    7324.764,  4294,Finish(2),before,   2,  11,   1,  11,   1
    7324.764,  4294,Finish(2), after,   3,  11,   1,  10,   1
    7325.705,  4298,Finish(2),before,   2,  11,   1,  10,   1
    7325.705,  4298,Finish(2), after,   3,  11,   1,   9,   1
    7327.198,  4300,Finish(2),before,   2,  11,   1,   9,   1
    7327.198,  4300,Finish(2), after,   3,  11,   1,   8,   1
    7327.715,  4302,Finish(2),before,   2,  11,   1,   8,   1
    7327.715,  4302,Finish(2), after,   3,  11,   1,   7,   1
    7328.000,  4304,Finish(2),before,   2,  11,   1,   7,   1
    7328.000,  4304,Finish(2), after,   3,  11,   1,   6,   1
    7329.107,  4296,Finish(1),before,   2,  11,   1,   6,   1
    7329.107,  4296,Finish(1), after,   3,  10,   1,   6,   1
    7333.163,  4308,Finish(1),before,   2,  10,   1,   6,   1
    7333.163,  4308,Finish(1), after,   3,   9,   1,   6,   1
    7333.363,  4310,Finish(1),before,   2,   9,   1,   6,   1
    7333.363,  4310,Finish(1), after,   3,   8,   1,   6,   1
    7334.091,  4312,Finish(1),before,   2,   8,   1,   6,   1
    7334.091,  4312,Finish(1), after,   3,   7,   1,   6,   1
    7334.708,  4290,  Arrival,before,   2,   7,   1,   6,   1
    7334.708,  4290,  Arrival, after,   3,   7,   1,   7,   1
    7335.582,  4315,  Arrival,before,   2,   7,   1,   7,   1
    7335.582,  4315,  Arrival, after,   3,   8,   1,   7,   1
    7341.801,  4316,  Arrival,before,   2,   8,   1,   7,   1
    7341.801,  4316,  Arrival, after,   3,   8,   1,   8,   1
    7342.504,  4306,Finish(2),before,   2,   8,   1,   8,   1
    7342.504,  4306,Finish(2), after,   3,   8,   1,   7,   1
    7350.645,  4317,  Arrival,before,   2,   8,   1,   7,   1
    7350.645,  4317,  Arrival, after,   3,   8,   1,   8,   1
    7351.563,  4319,Finish(2),before,   2,   8,   1,   8,   1
    7351.563,  4319,Finish(2), after,   3,   8,   1,   7,   1
    7356.825,  4320,  Arrival,before,   2,   8,   1,   7,   1
    7356.825,  4320,  Arrival, after,   3,   8,   1,   8,   1
    7358.488,  4323,  Arrival,before,   2,   8,   1,   8,   1
    7358.488,  4323,  Arrival, after,   3,   9,   1,   8,   1
    7366.102,  4324,  Arrival,before,   2,   9,   1,   8,   1
    7366.102,  4324,  Arrival, after,   3,   9,   1,   9,   1
    7371.094,  4322,Finish(2),before,   2,   9,   1,   9,   1
    7371.094,  4322,Finish(2), after,   3,   9,   1,   8,   1
    7375.873,  4327,Finish(2),before,   2,   9,   1,   8,   1
    7375.873,  4327,Finish(2), after,   3,   9,   1,   7,   1
    7379.304,  4325,  Arrival,before,   2,   9,   1,   7,   1
    7379.304,  4325,  Arrival, after,   3,   9,   1,   8,   1
    7380.441,  4330,  Arrival,before,   2,   9,   1,   8,   1
    7380.441,  4330,  Arrival, after,   3,   9,   1,   9,   1
    7381.470,  4331,  Arrival,before,   2,   9,   1,   9,   1
    7381.470,  4331,  Arrival, after,   3,  10,   1,   9,   1
    7384.793,  4332,  Arrival,before,   2,  10,   1,   9,   1
    7384.793,  4332,  Arrival, after,   3,  10,   1,  10,   1
    7386.455,  4314,Finish(1),before,   2,  10,   1,  10,   1
    7386.455,  4314,Finish(1), after,   3,   9,   1,  10,   1
    7389.908,  4329,Finish(2),before,   2,   9,   1,  10,   1
    7389.908,  4329,Finish(2), after,   3,   9,   1,   9,   1
    7390.389,  4333,  Arrival,before,   2,   9,   1,   9,   1
    7390.389,  4333,  Arrival, after,   3,  10,   1,   9,   1
    7396.130,  4338,  Arrival,before,   2,  10,   1,   9,   1
    7396.130,  4338,  Arrival, after,   3,  10,   1,  10,   1
    7396.212,  4335,Finish(1),before,   2,  10,   1,  10,   1
    7396.212,  4335,Finish(1), after,   3,   9,   1,  10,   1
    7400.058,  4339,  Arrival,before,   2,   9,   1,  10,   1
    7400.058,  4339,  Arrival, after,   3,  10,   1,  10,   1
    7400.496,  4342,  Arrival,before,   2,  10,   1,  10,   1
    7400.496,  4342,  Arrival, after,   3,  11,   1,  10,   1
    7402.029,  4337,Finish(2),before,   2,  11,   1,  10,   1
    7402.029,  4337,Finish(2), after,   3,  11,   1,   9,   1
    7402.150,  4343,  Arrival,before,   2,  11,   1,   9,   1
    7402.150,  4343,  Arrival, after,   3,  11,   1,  10,   1
    7406.753,  4346,  Arrival,before,   2,  11,   1,  10,   1
    7406.753,  4346,  Arrival, after,   3,  11,   1,  11,   1
    7407.083,  4345,Finish(2),before,   2,  11,   1,  11,   1
    7407.083,  4345,Finish(2), after,   3,  11,   1,  10,   1
    7407.462,  4347,  Arrival,before,   2,  11,   1,  10,   1
    7407.462,  4347,  Arrival, after,   3,  11,   1,  11,   1
    7410.004,  4349,Finish(2),before,   2,  11,   1,  11,   1
    7410.004,  4349,Finish(2), after,   3,  11,   1,  10,   1
    7414.888,  4352,Finish(2),before,   2,  11,   1,  10,   1
    7414.888,  4352,Finish(2), after,   3,  11,   1,   9,   1
    7416.000,  4350,  Arrival,before,   2,  11,   1,   9,   1
    7416.000,  4350,  Arrival, after,   3,  11,   1,  10,   1
    7420.129,  4354,Finish(2),before,   2,  11,   1,  10,   1
    7420.129,  4354,Finish(2), after,   3,  11,   1,   9,   1
    7420.881,  4355,  Arrival,before,   2,  11,   1,   9,   1
    7420.881,  4355,  Arrival, after,   3,  11,   1,  10,   1
    7426.679,  4357,Finish(2),before,   2,  11,   1,  10,   1
    7426.679,  4357,Finish(2), after,   3,  11,   1,   9,   1
    7429.344,  4360,Finish(2),before,   2,  11,   1,   9,   1
    7429.344,  4360,Finish(2), after,   3,  11,   1,   8,   1
    7432.141,  4341,Finish(1),before,   2,  11,   1,   8,   1
    7432.141,  4341,Finish(1), after,   3,  10,   1,   8,   1
    7432.250,  4364,Finish(1),before,   2,  10,   1,   8,   1
    7432.250,  4364,Finish(1), after,   3,   9,   1,   8,   1
    7436.237,  4358,  Arrival,before,   2,   9,   1,   8,   1
    7436.237,  4358,  Arrival, after,   3,   9,   1,   9,   1
    7436.278,  4367,  Arrival,before,   2,   9,   1,   9,   1
    7436.278,  4367,  Arrival, after,   3,  10,   1,   9,   1
    7437.414,  4362,Finish(2),before,   2,  10,   1,   9,   1
    7437.414,  4362,Finish(2), after,   3,  10,   1,   8,   1
    7443.731,  4370,Finish(2),before,   2,  10,   1,   8,   1
    7443.731,  4370,Finish(2), after,   3,  10,   1,   7,   1
    7445.915,  4366,Finish(1),before,   2,  10,   1,   7,   1
    7445.915,  4366,Finish(1), after,   3,   9,   1,   7,   1
    7448.140,  4368,  Arrival,before,   2,   9,   1,   7,   1
    7448.140,  4368,  Arrival, after,   3,   9,   1,   8,   1
    7448.185,  4374,Finish(1),before,   2,   9,   1,   8,   1
    7448.185,  4374,Finish(1), after,   3,   8,   1,   8,   1
    7448.977,  4375,  Arrival,before,   2,   8,   1,   8,   1
    7448.977,  4375,  Arrival, after,   3,   9,   1,   8,   1
    7450.693,  4377,Finish(1),before,   2,   9,   1,   8,   1
    7450.693,  4377,Finish(1), after,   3,   8,   1,   8,   1
    7453.737,  4380,Finish(1),before,   2,   8,   1,   8,   1
    7453.737,  4380,Finish(1), after,   3,   7,   1,   8,   1
    7456.238,  4382,Finish(1),before,   2,   7,   1,   8,   1
    7456.238,  4382,Finish(1), after,   3,   6,   1,   8,   1
    7459.270,  4378,  Arrival,before,   2,   6,   1,   8,   1
    7459.270,  4378,  Arrival, after,   3,   7,   1,   8,   1
    7459.316,  4385,  Arrival,before,   2,   7,   1,   8,   1
    7459.316,  4385,  Arrival, after,   3,   8,   1,   8,   1
    7460.106,  4384,Finish(1),before,   2,   8,   1,   8,   1
    7460.106,  4384,Finish(1), after,   3,   7,   1,   8,   1
    7464.497,  4388,Finish(1),before,   2,   7,   1,   8,   1
    7464.497,  4388,Finish(1), after,   3,   6,   1,   8,   1
    7465.708,  4390,Finish(1),before,   2,   6,   1,   8,   1
    7465.708,  4390,Finish(1), after,   3,   5,   1,   8,   1
    7469.145,  4386,  Arrival,before,   2,   5,   1,   8,   1
    7469.145,  4386,  Arrival, after,   3,   6,   1,   8,   1
    7471.631,  4393,  Arrival,before,   2,   6,   1,   8,   1
    7471.631,  4393,  Arrival, after,   3,   7,   1,   8,   1
    7478.086,  4394,  Arrival,before,   2,   7,   1,   8,   1
    7478.086,  4394,  Arrival, after,   3,   8,   1,   8,   1
    7480.970,  4392,Finish(1),before,   2,   8,   1,   8,   1
    7480.970,  4392,Finish(1), after,   3,   7,   1,   8,   1
    7481.305,  4395,  Arrival,before,   2,   7,   1,   8,   1
    7481.305,  4395,  Arrival, after,   3,   8,   1,   8,   1
    7487.326,  4398,  Arrival,before,   2,   8,   1,   8,   1
    7487.326,  4398,  Arrival, after,   3,   9,   1,   8,   1
    7490.768,  4399,  Arrival,before,   2,   9,   1,   8,   1
    7490.768,  4399,  Arrival, after,   3,   9,   1,   9,   1
    7494.526,  4372,Finish(2),before,   2,   9,   1,   9,   1
    7494.526,  4372,Finish(2), after,   3,   9,   1,   8,   1
    7495.578,  4400,  Arrival,before,   2,   9,   1,   8,   1
    7495.578,  4400,  Arrival, after,   3,   9,   1,   9,   1
    7498.311,  4397,Finish(1),before,   2,   9,   1,   9,   1
    7498.311,  4397,Finish(1), after,   3,   8,   1,   9,   1
    7499.752,  4402,Finish(2),before,   2,   8,   1,   9,   1
    7499.752,  4402,Finish(2), after,   3,   8,   1,   8,   1
    7502.612,  4403,  Arrival,before,   2,   8,   1,   8,   1
    7502.612,  4403,  Arrival, after,   3,   9,   1,   8,   1
    7504.881,  4405,Finish(1),before,   2,   9,   1,   8,   1
    7504.881,  4405,Finish(1), after,   3,   8,   1,   8,   1
    7508.547,  4410,Finish(1),before,   2,   8,   1,   8,   1
    7508.547,  4410,Finish(1), after,   3,   7,   1,   8,   1
    7509.474,  4408,  Arrival,before,   2,   7,   1,   8,   1
    7509.474,  4408,  Arrival, after,   3,   8,   1,   8,   1
    7514.851,  4413,  Arrival,before,   2,   8,   1,   8,   1
    7514.851,  4413,  Arrival, after,   3,   9,   1,   8,   1
    7515.105,  4407,Finish(2),before,   2,   9,   1,   8,   1
    7515.105,  4407,Finish(2), after,   3,   9,   1,   7,   1
    7519.323,  4414,  Arrival,before,   2,   9,   1,   7,   1
    7519.323,  4414,  Arrival, after,   3,   9,   1,   8,   1
    7523.393,  4416,Finish(2),before,   2,   9,   1,   8,   1
    7523.393,  4416,Finish(2), after,   3,   9,   1,   7,   1
    7524.014,  4417,  Arrival,before,   2,   9,   1,   7,   1
    7524.014,  4417,  Arrival, after,   3,   9,   1,   8,   1
    7526.599,  4420,  Arrival,before,   2,   9,   1,   8,   1
    7526.599,  4420,  Arrival, after,   3,   9,   1,   9,   1
    7526.950,  4421,  Arrival,before,   2,   9,   1,   9,   1
    7526.950,  4421,  Arrival, after,   3,  10,   1,   9,   1
    7532.832,  4422,  Arrival,before,   2,  10,   1,   9,   1
    7532.832,  4422,  Arrival, after,   3,  10,   1,  10,   1
    7535.171,  4423,  Arrival,before,   2,  10,   1,  10,   1
    7535.171,  4423,  Arrival, after,   3,  11,   1,  10,   1
    7535.565,  4424,  Arrival,before,   2,  11,   1,  10,   1
    7535.565,  4424,  Arrival, after,   3,  11,   1,  11,   1
    7538.218,  4425,  Arrival,before,   2,  11,   1,  11,   1
    7538.218,  4425,  Arrival, after,   3,  12,   1,  11,   1
    7539.381,  4426,  Arrival,before,   2,  12,   1,  11,   1
    7539.381,  4426,  Arrival, after,   3,  12,   1,  12,   1
    7539.574,  4412,Finish(1),before,   2,  12,   1,  12,   1
    7539.574,  4412,Finish(1), after,   3,  11,   1,  12,   1
    7540.197,  4427,  Arrival,before,   2,  11,   1,  12,   1
    7540.197,  4427,  Arrival, after,   3,  12,   1,  12,   1
    7545.272,  4419,Finish(2),before,   2,  12,   1,  12,   1
    7545.272,  4419,Finish(2), after,   3,  12,   1,  11,   1
    7547.552,  4429,Finish(1),before,   2,  12,   1,  11,   1
    7547.552,  4429,Finish(1), after,   3,  11,   1,  11,   1
    7547.792,  4434,Finish(1),before,   2,  11,   1,  11,   1
    7547.792,  4434,Finish(1), after,   3,  10,   1,  11,   1
    7548.484,  4430,  Arrival,before,   2,  10,   1,  11,   1
    7548.484,  4430,  Arrival, after,   3,  11,   1,  11,   1
    7549.675,  4437,  Arrival,before,   2,  11,   1,  11,   1
    7549.675,  4437,  Arrival, after,   3,  12,   1,  11,   1
    7549.867,  4436,Finish(1),before,   2,  12,   1,  11,   1
    7549.867,  4436,Finish(1), after,   3,  11,   1,  11,   1
    7549.954,  4438,  Arrival,before,   2,  11,   1,  11,   1
    7549.954,  4438,  Arrival, after,   3,  12,   1,  11,   1
    7553.048,  4432,Finish(2),before,   2,  12,   1,  11,   1
    7553.048,  4432,Finish(2), after,   3,  12,   1,  10,   1
    7555.228,  4443,Finish(2),before,   2,  12,   1,  10,   1
    7555.228,  4443,Finish(2), after,   3,  12,   1,   9,   1
    7558.784,  4440,Finish(1),before,   2,  12,   1,   9,   1
    7558.784,  4440,Finish(1), after,   3,  11,   1,   9,   1
    7562.092,  4441,  Arrival,before,   2,  11,   1,   9,   1
    7562.092,  4441,  Arrival, after,   3,  11,   1,  10,   1
    7563.612,  4445,Finish(2),before,   2,  11,   1,  10,   1
    7563.612,  4445,Finish(2), after,   3,  11,   1,   9,   1
    7563.959,  4450,Finish(2),before,   2,  11,   1,   9,   1
    7563.959,  4450,Finish(2), after,   3,  11,   1,   8,   1
    7565.779,  4448,  Arrival,before,   2,  11,   1,   8,   1
    7565.779,  4448,  Arrival, after,   3,  11,   1,   9,   1
    7565.941,  4452,Finish(2),before,   2,  11,   1,   9,   1
    7565.941,  4452,Finish(2), after,   3,  11,   1,   8,   1
    7572.625,  4447,Finish(1),before,   2,  11,   1,   8,   1
    7572.625,  4447,Finish(1), after,   3,  10,   1,   8,   1
    7573.032,  4453,  Arrival,before,   2,  10,   1,   8,   1
    7573.032,  4453,  Arrival, after,   3,  10,   1,   9,   1
    7574.333,  4458,  Arrival,before,   2,  10,   1,   9,   1
    7574.333,  4458,  Arrival, after,   3,  10,   1,  10,   1
    7576.445,  4457,Finish(1),before,   2,  10,   1,  10,   1
    7576.445,  4457,Finish(1), after,   3,   9,   1,  10,   1
    7578.170,  4459,  Arrival,before,   2,   9,   1,  10,   1
    7578.170,  4459,  Arrival, after,   3,  10,   1,  10,   1
    7579.519,  4461,Finish(1),before,   2,  10,   1,  10,   1
    7579.519,  4461,Finish(1), after,   3,   9,   1,  10,   1
    7582.410,  4464,Finish(1),before,   2,   9,   1,  10,   1
    7582.410,  4464,Finish(1), after,   3,   8,   1,  10,   1
    7591.244,  4462,  Arrival,before,   2,   8,   1,  10,   1
    7591.244,  4462,  Arrival, after,   3,   9,   1,  10,   1
    7594.782,  4455,Finish(2),before,   2,   9,   1,  10,   1
    7594.782,  4455,Finish(2), after,   3,   9,   1,   9,   1
    7598.429,  4469,Finish(2),before,   2,   9,   1,   9,   1
    7598.429,  4469,Finish(2), after,   3,   9,   1,   8,   1
    7599.468,  4471,Finish(2),before,   2,   9,   1,   8,   1
    7599.468,  4471,Finish(2), after,   3,   9,   1,   7,   1
    7599.674,  4467,  Arrival,before,   2,   9,   1,   7,   1
    7599.674,  4467,  Arrival, after,   3,   9,   1,   8,   1
    7601.660,  4474,  Arrival,before,   2,   9,   1,   8,   1
    7601.660,  4474,  Arrival, after,   3,   9,   1,   9,   1
    7604.461,  4475,  Arrival,before,   2,   9,   1,   9,   1
    7604.461,  4475,  Arrival, after,   3,  10,   1,   9,   1
    7604.942,  4473,Finish(2),before,   2,  10,   1,   9,   1
    7604.942,  4473,Finish(2), after,   3,  10,   1,   8,   1
    7606.152,  4478,Finish(2),before,   2,  10,   1,   8,   1
    7606.152,  4478,Finish(2), after,   3,  10,   1,   7,   1
    7606.383,  4476,  Arrival,before,   2,  10,   1,   7,   1
    7606.383,  4476,  Arrival, after,   3,  10,   1,   8,   1
    7606.543,  4480,Finish(2),before,   2,  10,   1,   8,   1
    7606.543,  4480,Finish(2), after,   3,  10,   1,   7,   1
    7610.218,  4466,Finish(1),before,   2,  10,   1,   7,   1
    7610.218,  4466,Finish(1), after,   3,   9,   1,   7,   1
    7610.653,  4485,Finish(1),before,   2,   9,   1,   7,   1
    7610.653,  4485,Finish(1), after,   3,   8,   1,   7,   1
    7614.401,  4481,  Arrival,before,   2,   8,   1,   7,   1
    7614.401,  4481,  Arrival, after,   3,   8,   1,   8,   1
    7615.967,  4487,Finish(1),before,   2,   8,   1,   8,   1
    7615.967,  4487,Finish(1), after,   3,   7,   1,   8,   1
    7626.156,  4483,Finish(2),before,   2,   7,   1,   8,   1
    7626.156,  4483,Finish(2), after,   3,   7,   1,   7,   1
    7630.556,  4490,Finish(1),before,   2,   7,   1,   7,   1
    7630.556,  4490,Finish(1), after,   3,   6,   1,   7,   1
    7631.720,  4492,Finish(2),before,   2,   6,   1,   7,   1
    7631.720,  4492,Finish(2), after,   3,   6,   1,   6,   1
    7631.764,  4494,Finish(1),before,   2,   6,   1,   6,   1
    7631.764,  4494,Finish(1), after,   3,   5,   1,   6,   1
    7631.809,  4498,Finish(1),before,   2,   5,   1,   6,   1
    7631.809,  4498,Finish(1), after,   3,   4,   1,   6,   1
    7632.633,  4496,Finish(2),before,   2,   4,   1,   6,   1
    7632.633,  4496,Finish(2), after,   3,   4,   1,   5,   1
    7640.436,  4500,Finish(1),before,   2,   4,   1,   5,   1
    7640.436,  4500,Finish(1), after,   3,   3,   1,   5,   1
    7644.507,  4488,  Arrival,before,   2,   3,   1,   5,   1
    7644.507,  4488,  Arrival, after,   3,   4,   1,   5,   1
    7646.696,  4504,Finish(1),before,   2,   4,   1,   5,   1
    7646.696,  4504,Finish(1), after,   3,   3,   1,   5,   1
    7647.804,  4507,Finish(1),before,   2,   3,   1,   5,   1
    7647.804,  4507,Finish(1), after,   3,   2,   1,   5,   1
    7649.626,  4502,Finish(2),before,   2,   2,   1,   5,   1
    7649.626,  4502,Finish(2), after,   3,   2,   1,   4,   1
    7650.937,  4505,  Arrival,before,   2,   2,   1,   4,   1
    7650.937,  4505,  Arrival, after,   3,   3,   1,   4,   1
    7653.511,  4512,  Arrival,before,   2,   3,   1,   4,   1
    7653.511,  4512,  Arrival, after,   3,   4,   1,   4,   1
    7659.370,  4511,Finish(2),before,   2,   4,   1,   4,   1
    7659.370,  4511,Finish(2), after,   3,   4,   1,   3,   1
    7660.662,  4513,  Arrival,before,   2,   4,   1,   3,   1
    7660.662,  4513,  Arrival, after,   3,   4,   1,   4,   1
    7661.997,  4516,  Arrival,before,   2,   4,   1,   4,   1
    7661.997,  4516,  Arrival, after,   3,   5,   1,   4,   1
    7663.732,  4517,  Arrival,before,   2,   5,   1,   4,   1
    7663.732,  4517,  Arrival, after,   3,   5,   1,   5,   1
    7683.668,  4509,Finish(1),before,   2,   5,   1,   5,   1
    7683.668,  4509,Finish(1), after,   3,   4,   1,   5,   1
    7685.182,  4520,Finish(1),before,   2,   4,   1,   5,   1
    7685.182,  4520,Finish(1), after,   3,   3,   1,   5,   1
    7685.996,  4518,  Arrival,before,   2,   3,   1,   5,   1
    7685.996,  4518,  Arrival, after,   3,   4,   1,   5,   1
    7686.944,  4523,  Arrival,before,   2,   4,   1,   5,   1
    7686.944,  4523,  Arrival, after,   3,   5,   1,   5,   1
    7691.648,  4522,Finish(1),before,   2,   5,   1,   5,   1
    7691.648,  4522,Finish(1), after,   3,   4,   1,   5,   1
    7693.286,  4524,  Arrival,before,   2,   4,   1,   5,   1
    7693.286,  4524,  Arrival, after,   3,   5,   1,   5,   1
    7695.133,  4527,  Arrival,before,   2,   5,   1,   5,   1
    7695.133,  4527,  Arrival, after,   3,   6,   1,   5,   1
    7696.360,  4528,  Arrival,before,   2,   6,   1,   5,   1
    7696.360,  4528,  Arrival, after,   3,   6,   1,   6,   1
    7700.443,  4529,  Arrival,before,   2,   6,   1,   6,   1
    7700.443,  4529,  Arrival, after,   3,   7,   1,   6,   1
    7703.410,  4515,Finish(2),before,   2,   7,   1,   6,   1
    7703.410,  4515,Finish(2), after,   3,   7,   1,   5,   1
    7703.502,  4526,Finish(1),before,   2,   7,   1,   5,   1
