# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
id,arrival_time,server,start_service_time,completion_time
54,294.79934107252853,1,312.0924818021467,313.6510876492354
55,297.09726437654746,1,313.6510876492354,343.59716345720904
57,299.1386585495541,1,343.59716345720904,344.56536191250314
59,301.3465670031275,1,344.56536191250314,347.59911205261284
61,305.32190549433363,1,347.59911205261284,352.68930484619074
62,320.30415267066115,1,352.68930484619074,362.515586924426
52,290.37191294686573,2,309.9785396873831,363.82246221332576
64,324.4153116736358,1,362.515586924426,368.3807451952543
56,298.0736367368478,2,363.82246221332576,376.1484347787916
58,301.2279807151418,2,376.1484347787916,378.5060264769216
66,336.46019164036943,1,368.3807451952543,383.6670580604668
60,303.863342456199,2,378.5060264769216,385.43214806572126
63,321.5075077692738,2,385.43214806572126,393.0744504046515
68,343.81781395528924,1,383.6670580604668,394.04918963973796
69,344.75956531993467,1,394.04918963973796,394.8039160262797
70,374.8722125268644,1,394.8039160262797,403.3408532950901
65,325.82228719940053,2,393.0744504046515,415.5598399895184
67,341.20236409637,2,415.5598399895184,432.16210857360693
72,380.0549873228514,2,432.16210857360693,453.14420816063154
71,378.98780361737715,1,403.3408532950901,454.5233904866254
73,384.2214392113916,1,454.5233904866254,456.3197315976228
74,393.9674480009863,2,453.14420816063154,456.5053411099475
75,394.71537352430914,1,456.3197315976228,459.4637404037067
78,409.7019149266376,2,456.5053411099475,459.640430676358
76,406.62357053544633,1,459.4637404037067,465.4708567037501
80,431.7553694542707,2,459.640430676358,467.74492630647603
77,409.62374801139447,1,465.4708567037501,469.9103397140711
79,414.5175239386012,1,469.9103397140711,477.3343035149677
83,450.25688305097486,1,477.3343035149677,480.4000285465757
85,465.6877985201629,1,480.4000285465757,484.8765235941706
86,471.6692975576566,1,484.8765235941706,495.414237818091
88,478.50732923997265,1,495.414237818091,495.419747732623
81,433.3307168850387,2,467.74492630647603,498.35149073461446
89,483.66421307716087,1,495.419747732623,500.4535700353617
90,487.32790697363265,1,500.4535700353617,500.7697438453956
82,448.10743342746093,2,498.35149073461446,501.0836580992375
84,460.4606487431642,2,501.0836580992375,516.1376494786759
91,492.94351011533655,1,500.7697438453956,522.2325574896353
87,475.69477787657434,2,516.1376494786759,528.5446068574629
92,496.08465853769536,1,522.2325574896353,535.7014791815645
93,498.67531174585343,2,528.5446068574629,537.436679360305
96,529.6976269966239,2,537.436679360305,544.7921459351669
97,539.497989350097,2,544.7921459351669,546.879957100072
94,522.2693898035783,1,535.7014791815645,550.7027515231026
99,541.2680605455167,2,546.879957100072,554.1920435298322
100,545.9619388975518,2,554.1920435298322,572.8056697236218
101,550.2888609093459,2,572.8056697236218,574.3486031049733
95,525.1203475483655,1,550.7027515231026,579.5165527572155
98,540.9678295132419,1,579.5165527572155,592.7800630492101
102,553.0216147762586,1,592.7800630492101,596.0153412475788
104,568.1170340938277,2,574.3486031049733,603.0262960971378
103,553.0879855990923,1,596.0153412475788,605.7451087532821
105,573.317202150867,2,603.0262960971378,611.0254115753156
106,575.2129115072228,2,611.0254115753156,616.9426519363407
107,575.6216445950882,2,616.9426519363407,618.9867994761421
110,589.0219635542248,2,618.9867994761421,620.6382811591897
108,582.7271601768344,1,605.7451087532821,627.1597849307818
109,585.6163971212761,1,627.1597849307818,627.8116546133057
113,617.6721554248893,2,620.6382811591897,640.0944786219401
114,621.9893123265117,2,640.0944786219401,647.7588846007452
115,623.0900142319211,2,647.7588846007452,650.1526747039951
111,605.3694913672649,1,627.8116546133057,652.246381958139
112,613.5109193716954,1,652.246381958139,661.6976924378813
117,644.8548015958705,2,650.1526747039951,681.71348323144
119,647.143928583395,2,681.71348323144,690.1246882433658
116,637.4113024628244,1,661.6976924378813,708.967320502514
120,653.1413170701962,2,690.1246882433658,736.8977788019085
118,646.0503832264068,1,708.967320502514,739.2621578846662
121,655.0023980600821,1,739.2621578846662,740.7785934631107
122,661.5253914727585,2,736.8977788019085,749.5737467652706
123,665.380113337133,1,740.7785934631107,750.4883906338696
124,669.4663741375626,1,750.4883906338696,751.860086736724
125,679.0202447786771,2,749.5737467652706,751.9788786959938
127,681.181664654183,2,751.9788786959938,753.804351956871
126,679.0759076274213,1,751.860086736724,763.2597315641174
130,698.0374504650567,1,763.2597315641174,778.755484784708
131,713.268926670732,1,778.755484784708,782.8347279283784
133,720.6993783474971,1,782.8347279283784,782.900372227928
128,682.8244011028423,2,753.804351956871,785.7803015650471
129,692.4402576639485,2,785.7803015650471,786.6384629505003
135,722.8409888828763,1,782.900372227928,793.2892298382735
132,719.184575289033,2,786.6384629505003,799.8797124087508
137,752.2133721628031,1,793.2892298382735,803.1317338156869
134,721.519481654431,2,799.8797124087508,810.299376074715
139,757.1223378473436,1,803.1317338156869,811.4580470173053
136,723.1259395349268,2,810.299376074715,812.168931964894
138,755.3417878936051,2,812.168931964894,816.0576338008822
140,768.4098613677099,1,811.4580470173053,820.3049141592427
142,780.0124799580475,1,820.3049141592427,831.84053465981
141,773.3999046072914,2,816.0576338008822,835.6539390012094
144,787.2718483786774,2,835.6539390012094,843.7828873678712
143,786.5181988157485,1,831.84053465981,853.8045737646147
147,813.1696288729369,2,843.7828873678712,860.5743480942016
145,788.6608120810154,1,853.8045737646147,864.2095206088981
146,794.8165474881217,1,864.2095206088981,865.2553076940032
149,822.6417632835633,1,865.2553076940032,875.7609331590177
151,828.4692113602075,1,875.7609331590177,876.7895601653233
148,817.7468542194099,2,860.5743480942016,885.0552293898606
150,824.7825538879403,2,885.0552293898606,885.1117223587115
153,845.909986339545,2,885.1117223587115,886.2219029578563
152,835.3064523959625,1,876.7895601653233,887.3414983274249
154,852.1764508608554,2,886.2219029578563,887.8729301758233
155,852.8784493538208,2,887.8729301758233,899.1730290023077
156,854.3877846751358,1,887.3414983274249,901.3754127947504
157,876.1983801792431,1,901.3754127947504,901.4613527191933
158,878.3152432702021,1,901.4613527191933,909.1386709050616
161,887.990008556694,2,899.1730290023077,909.2811017178409
159,882.6263829979139,1,909.1386709050616,920.1907198637407
162,897.9291150935736,2,909.2811017178409,922.3710747311816
163,902.8439589831033,2,922.3710747311816,935.9915813055242
165,913.0293650448247,2,935.9915813055242,939.990608684484
160,884.4429339553969,1,920.1907198637407,945.3988989799093
164,912.5058673934042,1,945.3988989799093,960.0173105975964
167,916.4678634912395,2,939.990608684484,967.8452429054696
170,924.421660223608,2,967.8452429054696,976.1514739203392
166,914.0139743285907,1,960.0173105975964,982.6438587055267
168,916.8881109125841,1,982.6438587055267,983.5462654490792
169,921.5755162189671,1,983.5462654490792,984.6513246200767
173,938.0090722983347,1,984.6513246200767,987.0464388696947
175,938.6491913619886,1,987.0464388696947,989.8573623881288
177,939.235702769554,1,989.8573623881288,992.2344574583935
171,930.6777587593663,2,976.1514739203392,995.4760453660373
179,955.1589605290133,1,992.2344574583935,1000.8044851733197
172,936.1029014587925,2,995.4760453660373,1001.1813688198082
181,965.7577234512297,1,1000.8044851733197,1005.2407064796298
174,938.5265738667206,2,1001.1813688198082,1005.490785643475
176,939.1160284727388,2,1005.490785643475,1018.302483235643
182,986.6261214223415,1,1005.2407064796298,1022.5494928408655
183,991.531057319545,1,1022.5494928408655,1028.7274964155274
178,952.4742867907228,2,1018.302483235643,1031.17168855412
180,959.220156762134,2,1031.17168855412,1032.9721572265646
184,1000.2337648304155,1,1028.7274964155274,1033.9370861533137
185,1003.8608907616747,1,1033.9370861533137,1048.3708898954678
186,1027.5041122989376,2,1032.9721572265646,1066.850663922495
188,1031.7550242433838,2,1066.850663922495,1073.2479053265001
190,1032.8212954056644,2,1073.2479053265001,1082.2147818462283
187,1031.6147470659441,1,1048.3708898954678,1088.6023446150737
189,1032.2834409376192,1,1088.6023446150737,1089.102340321106
192,1036.2826074930142,2,1082.2147818462283,1103.70319758508
195,1051.1104723750839,2,1103.70319758508,1112.9253135209628
191,1032.8601024960283,1,1089.102340321106,1115.2875947256146
193,1043.0984254508717,1,1115.2875947256146,1127.904952849816
197,1061.3454962441294,2,1112.9253135209628,1138.8879417527135
199,1073.598770246163,2,1138.8879417527135,1140.3113931666653
200,1073.997776169974,2,1140.3113931666653,1146.2746312915547
201,1074.066514480752,2,1146.2746312915547,1146.4914301410386
203,1080.4128993724999,2,1146.4914301410386,1163.0207406706604
194,1049.6349475964969,1,1127.904952849816,1175.7778715052398
205,1087.1303938154376,2,1163.0207406706604,1176.478211882615
207,1106.8887555197819,2,1176.478211882615,1195.2818270328394
209,1122.6200720187217,2,1195.2818270328394,1198.0199887664946
196,1056.5005658654245,1,1175.7778715052398,1202.1099961059242
211,1126.334846058823,2,1198.0199887664946,1204.5031592208172
214,1138.8634826054988,2,1204.5031592208172,1207.1977444154788
198,1066.7909612299618,1,1202.1099961059242,1215.9222685467603
215,1151.002604113709,2,1207.1977444154788,1223.559591027905
202,1077.3034708783957,1,1215.9222685467603,1224.561696161123
216,1168.320222673076,2,1223.559591027905,1228.3450118078451
217,1169.9745314595666,2,1228.3450118078451,1229.8300604225242
204,1081.7333825739709,1,1224.561696161123,1232.7097044003217
206,1094.3915265045441,1,1232.7097044003217,1241.6970084011455
218,1172.2639874221857,2,1229.8300604225242,1247.9774558295908
208,1117.0741973591876,1,1241.6970084011455,1250.4456580722683
219,1173.177066278348,2,1247.9774558295908,1251.5330069388372
221,1173.7605333462043,2,1251.5330069388372,1261.821918498325
210,1123.2654468232386,1,1250.4456580722683,1270.4655821076267
223,1188.0128365343314,2,1261.821918498325,1270.6035233874627
212,1130.6470780678987,1,1270.4655821076267,1274.4345760902866
213,1130.9846360822812,1,1274.4345760902866,1283.0974398647638
225,1194.3330127324361,2,1270.6035233874627,1297.433758213867
220,1173.39603405882,1,1283.0974398647638,1309.333701517425
222,1186.336868404054,1,1309.333701517425,1313.4810346927138
226,1199.2836207684793,2,1297.433758213867,1317.12798684464
224,1190.3408750821507,1,1313.4810346927138,1318.0323900257383
228,1218.9603908742088,1,1318.0323900257383,1323.5245960832199
230,1222.5489051359714,1,1323.5245960832199,1328.418387641125
233,1243.495736554256,1,1328.418387641125,1330.2905555632597
234,1247.8501785088504,1,1330.2905555632597,1331.9955323471504
238,1273.443776889204,1,1331.9955323471504,1332.419638364947
239,1277.4757269572867,1,1332.419638364947,1333.5471792495878
227,1211.5448694125382,2,1317.12798684464,1334.421182163493
240,1283.1402030220643,1,1333.5471792495878,1343.1185485996268
229,1222.2576996567184,2,1334.421182163493,1354.6458886278049
231,1224.120855368701,2,1354.6458886278049,1361.613575015614
232,1229.7164607069433,2,1361.613575015614,1369.383312849011
242,1290.3804547945688,1,1343.1185485996268,1374.1494034802058
235,1255.5503471027776,2,1369.383312849011,1385.5271318368411
236,1270.4199336987297,2,1385.5271318368411,1387.559633425716
237,1272.1931045077897,2,1387.559633425716,1389.3513425486533
241,1289.379479953748,2,1389.3513425486533,1406.9629759229613
245,1300.6114824511978,1,1374.1494034802058,1408.9259432458662
247,1304.7262512591317,1,1408.9259432458662,1409.6961697703837
243,1295.5908394049266,2,1406.9629759229613,1413.7550453632475
244,1299.1503511089231,2,1413.7550453632475,1414.6834849555073
246,1303.552906638351,2,1414.6834849555073,1416.6375039850845
249,1317.2238777060927,2,1416.6375039850845,1418.2994578104908
248,1310.9627331924482,1,1409.6961697703837,1422.2112444717059
257,1374.923441490885,2,1418.2994578104908,1425.6144306511526
250,1318.918430100211,1,1422.2112444717059,1429.0124346755276
251,1328.8671181543868,1,1429.0124346755276,1431.4664889750593
258,1375.9766792186545,2,1425.6144306511526,1433.389088967699
260,1378.7812879407343,2,1433.389088967699,1438.995448763411
252,1338.2406014380265,1,1431.4664889750593,1450.996469707183
253,1338.7932236539095,1,1450.996469707183,1454.7881444871082
254,1340.943842552876,1,1454.7881444871082,1455.2997951194557
262,1382.502502879263,2,1438.995448763411,1465.1437624319492
264,1389.4427805051403,2,1465.1437624319492,1466.2118542805833
255,1358.988763196948,1,1455.2997951194557,1468.2672315615075
265,1402.8642042375077,2,1466.2118542805833,1473.1801893746783
256,1360.2133192242673,1,1468.2672315615075,1494.3484198852038
259,1377.1914322705406,1,1494.3484198852038,1496.2581453733483
261,1382.129472522733,1,1496.2581453733483,1497.7455887569377
266,1421.2598953803654,2,1473.1801893746783,1511.5781909917791
267,1428.3604821594718,2,1511.5781909917791,1512.5013814001175
263,1384.4831031765725,1,1497.7455887569377,1517.0677646773338
269,1432.1858201570828,1,1517.0677646773338,1517.3715093288795
268,1429.0047103500046,2,1512.5013814001175,1522.1885783313421
270,1445.5685470473725,2,1522.1885783313421,1524.1398224564114
271,1454.876143901474,1,1517.3715093288795,1535.103674395551
272,1460.336966489942,1,1535.103674395551,1536.9813337907074
274,1464.4459841668906,1,1536.9813337907074,1553.1228254899395
273,1461.1046988924631,2,1524.1398224564114,1553.6466172083233
278,1469.7783806661294,1,1553.1228254899395,1561.1308417778832
275,1466.7739552964044,2,1553.6466172083233,1563.535617689314
276,1466.9628270780513,2,1563.535617689314,1567.4594001426076
277,1468.0509866161199,2,1567.4594001426076,1570.2636392205914
280,1471.8133716020243,2,1570.2636392205914,1572.2940884898524
281,1485.3708741848943,2,1572.2940884898524,1574.9161922001695
279,1470.6257392959226,1,1561.1308417778832,1577.18948860281
282,1489.1130611294323,1,1577.18948860281,1582.3220967956368
283,1493.906414315327,2,1574.9161922001695,1582.9716132862395
284,1496.3301197734581,1,1582.3220967956368,1583.9869625868987
287,1515.6152865285658,2,1582.9716132862395,1589.7288081777353
285,1499.0304945972887,1,1583.9869625868987,1590.2413088465516
286,1509.0935680428745,1,1590.2413088465516,1599.4187559543998
289,1525.7776394368907,2,1589.7288081777353,1608.218376681789
290,1533.3316629083906,2,1608.218376681789,1622.559085552975
288,1521.9344929410104,1,1599.4187559543998,1628.849956748849
294,1565.280675716003,2,1622.559085552975,1631.2512161168152
291,1545.0113888849492,1,1628.849956748849,1639.5952137653924
292,1556.7958178337935,1,1639.5952137653924,1640.2837465793373
293,1562.9000491028482,1,1640.2837465793373,1642.6194961114438
297,1572.2815038540625,1,1642.6194961114438,1646.5065510206182
295,1569.057688901934,2,1631.2512161168152,1648.646438024657
296,1571.1717705895264,2,1648.646438024657,1659.7176390066486
299,1598.343394409343,1,1646.5065510206182,1660.4326486520745
298,1573.6499027374266,2,1659.7176390066486,1660.9162445368306
300,1604.179813766704,1,1660.4326486520745,1665.4596497824957
301,1606.5767847450131,2,1660.9162445368306,1672.698780364639
303,1611.858312935208,1,1665.4596497824957,1676.0199833079557
305,1629.07660892251,1,1676.0199833079557,1677.7431692633334
307,1644.8878917454306,1,1677.7431692633334,1679.3314966776625
308,1650.9131184252715,1,1679.3314966776625,1679.8793685750557
302,1610.20783972806,2,1672.698780364639,1680.386190047995
304,1612.610346936163,2,1680.386190047995,1689.3059643340086
306,1632.2843478199654,2,1689.3059643340086,1689.7262035957924
310,1672.2700272484437,2,1689.7262035957924,1697.1149570255732
309,1667.8162249401796,1,1679.8793685750557,1699.26750832287
314,1683.5112989653608,2,1697.1149570255732,1711.9731355300405
316,1688.5850685551482,2,1711.9731355300405,1722.8978182448905
317,1692.2867471730247,2,1722.8978182448905,1723.2736163586812
311,1676.0833214449115,1,1699.26750832287,1724.204673163777
318,1693.5836194614405,2,1723.2736163586812,1726.9017758575037
312,1681.1388886195386,1,1724.204673163777,1728.1168599293633
313,1682.4718210365706,1,1728.1168599293633,1731.2118414119368
320,1712.129273873614,2,1726.9017758575037,1732.546599072254
315,1684.4996785165768,1,1731.2118414119368,1735.6069361948892
321,1712.6729575864306,2,1732.546599072254,1744.136783415857
319,1706.0769638504244,1,1735.6069361948892,1744.552616009084
323,1722.558273598847,2,1744.136783415857,1753.4110938959452
324,1725.6577260497095,2,1753.4110938959452,1757.9366956175054
326,1732.8208701900849,2,1757.9366956175054,1765.9890313892388
322,1719.1727161478518,1,1744.552616009084,1770.1048216777087
325,1732.1094835502056,1,1770.1048216777087,1773.1482995732938
327,1734.0304780367937,1,1773.1482995732938,1777.2567933815812
329,1744.0473824911803,2,1765.9890313892388,1781.4157509488768
331,1745.6674067804204,2,1781.4157509488768,1787.038328642672
328,1739.45657561581,1,1777.2567933815812,1787.288910080723
330,1745.3969197227518,1,1787.288910080723,1788.696503326448
333,1751.5132287778983,2,1787.038328642672,1802.8557419795338
332,1745.8185074742823,1,1788.696503326448,1804.6182203104604
335,1764.1631858362423,2,1802.8557419795338,1812.306980702258
337,1780.636901398233,2,1812.306980702258,1813.154660487415
338,1782.8987797825812,2,1813.154660487415,1818.2527975827163
334,1752.0636380351984,1,1804.6182203104604,1821.1908066984217
336,1779.467799976023,1,1821.1908066984217,1822.705791684331
341,1811.516694606576,2,1818.2527975827163,1840.2562847062927
339,1801.423264819597,1,1822.705791684331,1841.1466542324447
340,1811.2957119114606,1,1841.1466542324447,1848.347454044822
343,1823.9819458643349,1,1848.347454044822,1853.8222732356062
345,1833.7964506323187,1,1853.8222732356062,1857.9073877114663
342,1817.1532234653569,2,1840.2562847062927,1858.0860996299668
344,1829.790194024148,2,1858.0860996299668,1862.885801173643
347,1841.6911028205363,1,1857.9073877114663,1867.731286305395
346,1836.3295437445274,2,1862.885801173643,1889.5425154324926
349,1852.1431960452824,1,1867.731286305395,1895.8345974408276
350,1852.7685047163684,1,1895.8345974408276,1910.1432600188143
348,1847.5707842628208,2,1889.5425154324926,1910.278374332889
352,1853.4844302096812,1,1910.1432600188143,1917.9440642370391
351,1853.3989508783254,2,1910.278374332889,1919.8044559285509
353,1858.7692661234983,1,1917.9440642370391,1933.5273865766014
354,1860.325186842485,2,1919.8044559285509,1934.4507923673
356,1879.0925695415283,2,1934.4507923673,1936.9291088792888
358,1886.5917374919054,2,1936.9291088792888,1939.1080334767573
359,1890.3355720666832,2,1939.1080334767573,1940.2236259829986
355,1873.0523403017542,1,1933.5273865766014,1943.190552537006
357,1885.2188874819349,1,1943.190552537006,1953.5160963237704
362,1900.7174679686432,2,1940.2236259829986,1953.9574082812126
360,1890.6159811688865,1,1953.5160963237704,1958.8205997699115
364,1915.4421520137096,2,1953.9574082812126,1959.7294814268307
366,1925.2875825116616,2,1959.7294814268307,1960.1945446452564
368,1930.2288878891939,2,1960.1945446452564,1963.089476137178
361,1900.4073308923626,1,1958.8205997699115,1965.2067374183534
363,1912.3065952971729,1,1965.2067374183534,1966.9602086422722
365,1917.7107015041317,1,1966.9602086422722,1975.8109393095028
370,1936.1311782679231,2,1963.089476137178,1978.9783966786401
367,1927.1239840701676,1,1975.8109393095028,1987.693298364084
371,1945.2265997679672,2,1978.9783966786401,1992.916077377647
369,1934.8990422706925,1,1987.693298364084,1999.4304460811898
372,1950.4830601743943,2,1992.916077377647,2007.9652005906373
374,1957.734416983279,2,2007.9652005906373,2012.6235231464261
375,1963.1729993516446,2,2012.6235231464261,2018.2957017823603
373,1953.363339425159,1,1999.4304460811898,2021.4513599069855
377,1968.065810660365,1,2021.4513599069855,2031.6510287135495
378,1972.2099173443175,1,2031.6510287135495,2034.3623146647024
379,1972.8842258568188,1,2034.3623146647024,2035.1695005798795
376,1963.8228055956984,2,2018.2957017823603,2038.9591068607883
380,1973.999648915905,2,2038.9591068607883,2039.3892832305182
381,1977.1362533387883,1,2035.1695005798795,2040.2918555692484
382,1981.9250180049241,2,2039.3892832305182,2048.5544837619855
383,1982.8243320366066,1,2040.2918555692484,2053.5798495174786
384,1990.2365382187795,1,2053.5798495174786,2056.135537441653
385,1999.8477043917362,2,2048.5544837619855,2064.6472584542107
386,2002.9940574708826,1,2056.135537441653,2065.1373931200324
390,2018.0418188901838,1,2065.1373931200324,2074.3852721359603
387,2006.475062036478,2,2064.6472584542107,2093.955579049917
388,2015.571393409314,2,2093.955579049917,2094.4901691972236
392,2027.608848501386,1,2074.3852721359603,2097.6563917063368
394,2036.412209922388,1,2097.6563917063368,2106.857805670052
389,2016.09028955348,2,2094.4901691972236,2110.34602921809
395,2040.887073134087,1,2106.857805670052,2110.368488531953
396,2044.892571552495,1,2110.368488531953,2112.246860438257
399,2053.419134375325,1,2112.246860438257,2115.2756674054785
391,2025.8648438587852,2,2110.34602921809,2118.7398368791964
400,2062.888677477455,1,2115.2756674054785,2123.9998836264317
401,2064.2662953889594,1,2123.9998836264317,2128.744304084071
393,2031.1180559406378,2,2118.7398368791964,2129.3731711153
403,2065.9250959290107,1,2128.744304084071,2133.914363285646
397,2049.0295224910387,2,2129.3731711153,2138.0723497502045
405,2069.056610294596,1,2133.914363285646,2151.9813277570443
407,2076.3351179830292,1,2151.9813277570443,2152.671597896994
398,2050.235100614311,2,2138.0723497502045,2172.196509779349
408,2078.4583480220676,1,2152.671597896994,2177.302883941431
410,2078.5700838383314,1,2177.302883941431,2190.4079761404028
412,2089.364071264732,1,2190.4079761404028,2191.478944268813
415,2110.0339782858628,1,2191.478944268813,2204.077401102498
402,2065.061639396026,2,2172.196509779349,2206.6932349345784
404,2067.5295013233754,2,2206.6932349345784,2208.7957874529866
416,2112.8841826453418,1,2204.077401102498,2214.7580993355764
406,2072.051032378974,2,2208.7957874529866,2216.862593193914
417,2120.4445671956028,1,2214.7580993355764,2216.8787960261684
419,2124.9022404150523,1,2216.8787960261684,2219.4766733069364
409,2078.5638762981475,2,2216.862593193914,2220.090557345487
411,2078.726635101585,2,2220.090557345487,2223.056671896438
420,2128.214840897615,1,2219.4766733069364,2225.3794622246414
422,2132.1655768181986,1,2225.3794622246414,2241.294463760448
413,2089.6405724553383,2,2223.056671896438,2247.0491374535295
423,2134.52044139319,1,2241.294463760448,2247.93073641469
426,2146.6157699422306,1,2247.93073641469,2249.971953292233
427,2154.06348080267,1,2249.971953292233,2263.0798368626142
428,2154.7400269569735,1,2263.0798368626142,2268.447861541768
430,2163.8084901421207,1,2268.447861541768,2277.260980146783
414,2101.4907005494106,2,2247.0491374535295,2283.205356341937
418,2122.3200124840946,2,2283.205356341937,2291.8392130391544
433,2177.0594136117943,1,2277.260980146783,2293.4058550322657
434,2178.456810006481,1,2293.4058550322657,2294.0003313650404
436,2190.267638076458,1,2294.0003313650404,2300.655847071098
437,2193.8255604113133,1,2300.655847071098,2303.3942700123703
421,2129.515775544973,2,2291.8392130391544,2306.4462262331317
424,2137.5065466647875,2,2306.4462262331317,2320.7425792446256
438,2194.5720521398184,1,2303.3942700123703,2330.9847749543214
440,2206.8477249731127,1,2330.9847749543214,2341.712545123595
443,2213.4664162168306,1,2341.712545123595,2345.5544237679615
425,2140.131901716598,2,2320.7425792446256,2346.035425486013
444,2217.844563151818,1,2345.5544237679615,2357.4149718601943
429,2161.148652429513,2,2346.035425486013,2362.155635634729
431,2170.9492033863608,2,2362.155635634729,2371.2647938147056
432,2175.613838329697,2,2371.2647938147056,2371.7654718662093
446,2235.36445784767,1,2357.4149718601943,2372.9257490342575
435,2180.6329854984324,2,2371.7654718662093,2375.1576332362592
447,2241.656423567519,1,2372.9257490342575,2376.3577286557143
449,2248.1644203651426,1,2376.3577286557143,2379.1728002825243
439,2199.587500923852,2,2375.1576332362592,2381.183005187225
441,2207.172367922271,2,2381.183005187225,2388.161444965043
442,2209.1246002531884,2,2388.161444965043,2391.8465902189137
450,2251.01020758391,1,2379.1728002825243,2396.8556204770175
445,2221.4202997139196,2,2391.8465902189137,2413.249356994534
448,2246.212507647439,2,2413.249356994534,2417.580651361949
452,2251.99423920276,1,2396.8556204770175,2426.1848381516825
454,2254.0314694887634,1,2426.1848381516825,2426.7943809470553
451,2251.6349360950003,2,2417.580651361949,2431.0689215481693
453,2253.848563297134,2,2431.0689215481693,2431.576961439198
456,2257.3112003140186,1,2426.7943809470553,2432.9011136663735
458,2268.520277057988,1,2432.9011136663735,2435.926266061039
459,2277.22736336731,1,2435.926266061039,2439.1394911064604
460,2296.7000073392664,1,2439.1394911064604,2450.822648945154
461,2298.2449718731455,1,2450.822648945154,2455.027919415128
455,2257.297178457035,2,2431.576961439198,2464.3839569000247
462,2318.4434326504143,1,2455.027919415128,2469.2421875247996
464,2339.3144557435344,1,2469.2421875247996,2469.776215922192
457,2260.702774420802,2,2464.3839569000247,2470.097763544053
466,2341.8150767668,1,2469.776215922192,2477.910908551163
467,2350.1109541184715,1,2477.910908551163,2484.912340114041
463,2336.533187697417,2,2470.097763544053,2505.652887988532
469,2358.040577372559,1,2484.912340114041,2505.742848829662
470,2361.5557969320016,1,2505.742848829662,2507.5367781655173
465,2341.630208475993,2,2505.652887988532,2509.397507708031
468,2353.364274423928,2,2509.397507708031,2514.8232674089513
