# file created by code in factory_simulation.jl
# file created on 2024-09-29 at 15:07:42
# parameter: seed = 1
# parameter: mean_interarrival = 60.0
# parameter: mean_construction_time = 45.0
# parameter: mean_interbreakdown_time = 2880.0
# parameter: mean_repair_time = 180.0
id, arrival_time, start_service_time, completion_time, interrupted
     1, 0.00000000000000, 0.00000000000000, 45.00000000000000,    0
     2, 40.49940643026974, 45.00000000000000, 90.00000000000000,    0
     3, 51.69359364153775, 90.00000000000000, 135.00000000000000,    0
     4, 117.23501827176079, 135.00000000000000, 760.58654058128491,    1
     5, 182.98666971174194, 760.58654058128491, 805.58654058128491,    1
     6, 352.22950373375272, 805.58654058128491, 850.58654058128491,    1
     7, 422.90649827854128, 850.58654058128491, 895.58654058128491,    1
     8, 424.41919185540013, 895.58654058128491, 940.58654058128491,    1
     9, 445.73939504031233, 940.58654058128491, 985.58654058128491,    1
