# seed = 17
# n_valets = 3
# service_time = 5
entity_ID,arrival_time,service_time,departure_time
73,127.43264284159268,134.03964033684895,139.03964033684895
74,133.8413161021438,135.54476531393513,140.54476531393513
75,135.09017376161157,136.5680135718786,141.5680135718786
76,136.00198402209523,139.03964033684895,144.03964033684895
77,136.27744408137505,140.54476531393513,145.54476531393513
78,137.4188691151261,141.5680135718786,146.5680135718786
79,137.66752735447318,144.03964033684895,149.03964033684895
80,138.61122819024786,145.54476531393513,150.54476531393513
81,140.5322911772802,146.5680135718786,151.5680135718786
82,149.7768009754586,149.7768009754586,154.7768009754586
83,156.0443851283841,156.0443851283841,161.0443851283841
84,158.790591872584,158.790591872584,163.790591872584
85,163.7445576989725,163.7445576989725,168.7445576989725
86,164.37837345920514,164.37837345920514,169.37837345920514
87,168.72207446088038,168.72207446088038,173.72207446088038
88,169.11544923261997,169.11544923261997,174.11544923261997
89,171.15080278613775,171.15080278613775,176.15080278613775
90,171.56277153856612,173.72207446088038,178.72207446088038
91,175.39684433421286,175.39684433421286,180.39684433421286
92,176.47672684497132,176.47672684497132,181.47672684497132
93,181.85508981405573,181.85508981405573,186.85508981405573
94,184.2714661712491,184.2714661712491,189.2714661712491
95,189.18884639154928,189.18884639154928,194.18884639154928
96,190.3143399602957,190.3143399602957,195.3143399602957
97,190.78975401072063,190.78975401072063,195.78975401072063
98,191.4300222120791,194.18884639154928,199.18884639154928
99,193.71438837720052,195.3143399602957,200.3143399602957
100,194.69660748206817,195.78975401072063,200.78975401072063
101,195.1940650429009,199.18884639154928,204.18884639154928
102,195.72798162506305,200.3143399602957,205.3143399602957
103,199.58234646933394,200.78975401072063,205.78975401072063
104,199.61107439013378,204.18884639154928,209.18884639154928
105,200.0186580401133,205.3143399602957,210.3143399602957
106,200.48460188507747,205.78975401072063,210.78975401072063
107,201.24417587360296,209.18884639154928,214.18884639154928
108,203.30215679150567,210.3143399602957,215.3143399602957
109,206.79958151160903,210.78975401072063,215.78975401072063
110,206.8660280097547,214.18884639154928,219.18884639154928
111,208.7165405637689,215.3143399602957,220.3143399602957
112,209.21936646656843,215.78975401072063,220.78975401072063
113,215.20682629366652,219.18884639154928,224.18884639154928
114,221.62707607846215,221.62707607846215,226.62707607846215
115,222.0317256088842,222.0317256088842,227.0317256088842
116,226.3775958859749,226.3775958859749,231.3775958859749
117,226.94721886556493,226.94721886556493,231.94721886556493
118,228.8437406657412,228.8437406657412,233.8437406657412
119,229.4563137804799,231.3775958859749,236.3775958859749
120,229.6896876737565,231.94721886556493,236.94721886556493
121,232.2521659348662,233.8437406657412,238.8437406657412
122,234.19522379092354,236.3775958859749,241.3775958859749
123,234.27920470338705,236.94721886556493,241.94721886556493
124,234.81612697218608,238.8437406657412,243.8437406657412
125,234.85101667673845,241.3775958859749,246.3775958859749
126,236.56874463681555,241.94721886556493,246.94721886556493
127,239.68105327166575,243.8437406657412,248.8437406657412
128,242.71435493467064,246.3775958859749,251.3775958859749
129,243.25738527476835,246.94721886556493,251.94721886556493
130,248.29349514082028,248.8437406657412,253.8437406657412
131,255.6711718310623,255.6711718310623,260.67117183106234
132,257.58395636450456,257.58395636450456,262.58395636450456
133,257.6629627070731,257.6629627070731,262.6629627070731
134,258.2688608336214,260.67117183106234,265.67117183106234
135,271.25991153935496,271.25991153935496,276.25991153935496
136,271.7729602506284,271.7729602506284,276.7729602506284
137,275.43001523866224,275.43001523866224,280.43001523866224
138,275.77375615299616,276.25991153935496,281.25991153935496
139,276.1304398205366,276.7729602506284,281.7729602506284
140,277.61133656874773,280.43001523866224,285.43001523866224
141,279.78463265814827,281.25991153935496,286.25991153935496
142,281.9894968100115,281.9894968100115,286.9894968100115
143,283.4901500845529,285.43001523866224,290.43001523866224
144,292.0967220419284,292.0967220419284,297.0967220419284
145,292.3523163288513,292.3523163288513,297.3523163288513
146,293.2306118794755,293.2306118794755,298.2306118794755
147,294.47052685133946,297.0967220419284,302.0967220419284
148,294.9328287124613,297.3523163288513,302.3523163288513
149,298.01121038729207,298.2306118794755,303.2306118794755
150,302.51055380716144,302.51055380716144,307.51055380716144
151,303.4218725633087,303.4218725633087,308.4218725633087
152,305.69830564700726,305.69830564700726,310.69830564700726
153,305.7077589726235,307.51055380716144,312.51055380716144
154,306.1612257506489,308.4218725633087,313.4218725633087
155,309.37562589066374,310.69830564700726,315.69830564700726
156,310.0339111038883,312.51055380716144,317.51055380716144
157,310.8309208080969,313.4218725633087,318.4218725633087
158,313.43827369681753,315.69830564700726,320.69830564700726
159,320.18944123842374,320.18944123842374,325.18944123842374
160,322.85846485214495,322.85846485214495,327.85846485214495
161,324.31460598109794,324.31460598109794,329.31460598109794
162,325.15634769207827,325.18944123842374,330.18944123842374
163,328.38913057819616,328.38913057819616,333.38913057819616
164,333.5380873852646,333.5380873852646,338.5380873852646
165,333.53971244329995,333.53971244329995,338.53971244329995
166,334.8669276188708,334.8669276188708,339.8669276188708
167,336.04607393173734,338.5380873852646,343.5380873852646
168,336.1712268578289,338.53971244329995,343.53971244329995
169,336.2617017260603,339.8669276188708,344.8669276188708
170,336.37548526377526,343.5380873852646,348.5380873852646
171,337.23054906851183,343.53971244329995,348.53971244329995
172,337.6253093322352,344.8669276188708,349.8669276188708
173,337.99822429407897,348.5380873852646,353.5380873852646
174,338.68381318767183,348.53971244329995,353.53971244329995
175,339.72238656326425,349.8669276188708,354.8669276188708
176,342.4434295805901,353.5380873852646,358.5380873852646
177,345.4816938881,353.53971244329995,358.53971244329995
178,347.50729109926976,354.8669276188708,359.8669276188708
179,351.9943443349624,358.5380873852646,363.5380873852646
180,353.35810018405346,358.53971244329995,363.53971244329995
181,354.4881774997742,359.8669276188708,364.8669276188708
182,354.74338077163964,363.5380873852646,368.5380873852646
183,355.5989810215061,363.53971244329995,368.53971244329995
184,361.1368588824813,364.8669276188708,369.8669276188708
185,361.5628898375913,368.5380873852646,373.5380873852646
186,363.36191714211236,368.53971244329995,373.53971244329995
187,369.33725463598233,369.8669276188708,374.8669276188708
188,370.5426443400769,373.5380873852646,378.5380873852646
189,372.63464222072344,373.53971244329995,378.53971244329995
190,378.3266549789144,378.3266549789144,383.3266549789144
191,380.4839756671487,380.4839756671487,385.4839756671487
192,380.6467391669161,380.6467391669161,385.6467391669161
193,382.21467123578486,383.3266549789144,388.3266549789144
194,386.02460277325434,386.02460277325434,391.02460277325434
195,390.71277235080305,390.71277235080305,395.71277235080305
196,391.5385136039318,391.5385136039318,396.5385136039318
197,392.03138119526886,392.03138119526886,397.03138119526886
198,392.2630707532549,395.71277235080305,400.71277235080305
199,394.21069979222256,396.5385136039318,401.5385136039318
200,396.34917934449777,397.03138119526886,402.03138119526886
201,396.88053467482143,400.71277235080305,405.71277235080305
202,405.1746066666076,405.1746066666076,410.1746066666076
203,406.0543554460866,406.0543554460866,411.0543554460866
204,406.11523735785437,406.11523735785437,411.11523735785437
205,406.73649701162657,410.1746066666076,415.1746066666076
206,406.9706293509968,411.0543554460866,416.0543554460866
207,412.0405362642061,412.0405362642061,417.0405362642061
208,414.8306255725577,415.1746066666076,420.1746066666076
209,414.8593539903676,416.0543554460866,421.0543554460866
210,415.435835041207,417.0405362642061,422.0405362642061
211,415.7271977437406,420.1746066666076,425.1746066666076
212,416.0014214039066,421.0543554460866,426.0543554460866
213,416.69826212678595,422.0405362642061,427.0405362642061
214,418.5996325671776,425.1746066666076,430.1746066666076
215,419.98441521776766,426.0543554460866,431.0543554460866
216,420.4475956611836,427.0405362642061,432.0405362642061
217,426.8883272995669,430.1746066666076,435.1746066666076
218,432.5375238519694,432.5375238519694,437.5375238519694
219,436.68608921166043,436.68608921166043,441.68608921166043
220,437.9881970795467,437.9881970795467,442.9881970795467
221,440.29200537444757,440.29200537444757,445.29200537444757
222,440.9000309683945,441.68608921166043,446.68608921166043
223,448.5324860711863,448.5324860711863,453.5324860711863
224,450.64048488021245,450.64048488021245,455.64048488021245
225,451.33843250689546,451.33843250689546,456.33843250689546
226,457.1039026028748,457.1039026028748,462.1039026028748
227,457.21327721580855,457.21327721580855,462.21327721580855
228,459.3842533121137,459.3842533121137,464.3842533121137
229,463.36560478356614,463.36560478356614,468.36560478356614
230,468.87999741464336,468.87999741464336,473.87999741464336
231,469.15662618501676,469.15662618501676,474.15662618501676
232,469.8301967994508,469.8301967994508,474.8301967994508
233,470.00525726166427,473.87999741464336,478.87999741464336
234,472.69694942486024,474.15662618501676,479.15662618501676
235,475.45626128745516,475.45626128745516,480.45626128745516
236,476.4427056884214,478.87999741464336,483.87999741464336
237,477.5742695864137,479.15662618501676,484.15662618501676
238,477.9822449454135,480.45626128745516,485.45626128745516
239,478.72230038101833,483.87999741464336,488.87999741464336
240,480.0947800688563,484.15662618501676,489.15662618501676
241,480.72838100383433,485.45626128745516,490.45626128745516
242,480.9158842140002,488.87999741464336,493.87999741464336
243,482.1642643512216,489.15662618501676,494.15662618501676
244,483.08441394225343,490.45626128745516,495.45626128745516
245,484.2404002615874,493.87999741464336,498.87999741464336
246,484.8671860754367,494.15662618501676,499.15662618501676
247,486.70951268981395,495.45626128745516,500.45626128745516
248,491.37703163625855,498.87999741464336,503.87999741464336
249,492.59221853257674,499.15662618501676,504.15662618501676
250,500.27779055252347,500.45626128745516,505.45626128745516
251,501.8428697982317,503.87999741464336,508.87999741464336
252,503.86312736759015,504.15662618501676,509.15662618501676
253,504.18048341945575,505.45626128745516,510.45626128745516
254,505.9727751217223,508.87999741464336,513.8799974146434
255,506.7183085222741,509.15662618501676,514.1566261850168
256,506.95962363717075,510.45626128745516,515.4562612874552
257,509.7255059350909,513.8799974146434,518.8799974146434
258,511.05595414518973,514.1566261850168,519.1566261850168
259,514.7977464470562,515.4562612874552,520.4562612874552
260,518.8675735752481,518.8799974146434,523.8799974146434
261,520.6440172055151,520.6440172055151,525.6440172055151
262,521.1671681578912,521.1671681578912,526.1671681578912
263,522.2047105807299,523.8799974146434,528.8799974146434
264,522.2306939028772,525.6440172055151,530.6440172055151
265,527.8245159045362,527.8245159045362,532.8245159045362
266,528.426367519677,528.8799974146434,533.8799974146434
267,529.5981866226535,530.6440172055151,535.6440172055151
268,530.091551197937,532.8245159045362,537.8245159045362
269,533.0970965791208,533.8799974146434,538.8799974146434
270,533.792642320302,535.6440172055151,540.6440172055151
271,533.8810327026594,537.8245159045362,542.8245159045362
272,536.637173796403,538.8799974146434,543.8799974146434
273,537.1646742831471,540.6440172055151,545.6440172055151
274,542.6138930898811,542.8245159045362,547.8245159045362
275,544.1062319222777,544.1062319222777,549.1062319222777
276,550.4401127634063,550.4401127634063,555.4401127634063
277,550.5422655387734,550.5422655387734,555.5422655387734
278,550.6871032455707,550.6871032455707,555.6871032455707
279,552.0178093998354,555.4401127634063,560.4401127634063
280,552.5905206457318,555.5422655387734,560.5422655387734
281,556.2443435475568,556.2443435475568,561.2443435475568
282,557.938337608412,560.4401127634063,565.4401127634063
283,558.2011165547588,560.5422655387734,565.5422655387734
284,558.9778980695513,561.2443435475568,566.2443435475568
285,562.0132370020559,565.4401127634063,570.4401127634063
286,563.3997843047359,565.5422655387734,570.5422655387734
287,567.8826328735273,567.8826328735273,572.8826328735273
288,568.3183117041209,570.4401127634063,575.4401127634063
289,568.7631183293628,570.5422655387734,575.5422655387734
290,570.8728228713608,572.8826328735273,577.8826328735273
291,571.4067765761129,575.4401127634063,580.4401127634063
292,572.0052216324568,575.5422655387734,580.5422655387734
293,573.5479209660431,577.8826328735273,582.8826328735273
294,575.6377977373784,580.4401127634063,585.4401127634063
295,576.3398714483454,580.5422655387734,585.5422655387734
296,577.2486183914165,582.8826328735273,587.8826328735273
297,577.331269320254,585.4401127634063,590.4401127634063
298,579.9867735057338,585.5422655387734,590.5422655387734
299,586.4366738059756,587.8826328735273,592.8826328735273
300,587.5248823121619,590.4401127634063,595.4401127634063
301,588.9411366214147,590.5422655387734,595.5422655387734
302,589.8544059622941,592.8826328735273,597.8826328735273
303,591.6330829082168,595.4401127634063,600.4401127634063
304,592.0811617111575,595.5422655387734,600.5422655387734
305,601.2497178843923,601.2497178843923,606.2497178843923
306,602.3180684917834,602.3180684917834,607.3180684917834
307,603.9425543072958,603.9425543072958,608.9425543072958
308,604.328210362189,606.2497178843923,611.2497178843923
309,605.0346072331447,607.3180684917834,612.3180684917834
310,605.8095292603812,608.9425543072958,613.9425543072958
311,613.6957863832503,613.6957863832503,618.6957863832503
312,614.9574644700474,614.9574644700474,619.9574644700474
313,618.7537423501772,618.7537423501772,623.7537423501772
314,621.9618192395384,621.9618192395384,626.9618192395384
315,623.9195810124587,623.9195810124587,628.9195810124587
316,630.7371764006195,630.7371764006195,635.7371764006195
317,631.6665659770609,631.6665659770609,636.6665659770609
318,635.0048169714713,635.0048169714713,640.0048169714713
319,635.4545387324583,635.7371764006195,640.7371764006195
320,636.4960882803899,636.6665659770609,641.6665659770609
321,639.4143238325847,640.0048169714713,645.0048169714713
322,643.8164068351452,643.8164068351452,648.8164068351452
323,646.6196404437758,646.6196404437758,651.6196404437758
324,646.8543616825018,646.8543616825018,651.8543616825018
325,648.70181165311,648.8164068351452,653.8164068351452
326,649.5490951384227,651.6196404437758,656.6196404437758
327,651.6895575976686,651.8543616825018,656.8543616825018
328,654.4152979194665,654.4152979194665,659.4152979194665
329,661.2471749760228,661.2471749760228,666.2471749760228
330,662.659331406783,662.659331406783,667.659331406783
331,665.0968572678375,665.0968572678375,670.0968572678375
332,666.0339182571214,666.2471749760228,671.2471749760228
333,667.4662591792231,667.659331406783,672.659331406783
334,669.7846996210217,670.0968572678375,675.0968572678375
335,669.8626141858231,671.2471749760228,676.2471749760228
336,670.5586022021962,672.659331406783,677.659331406783
337,673.6124241592738,675.0968572678375,680.0968572678375
338,674.0421001797737,676.2471749760228,681.2471749760228
339,676.235696732374,677.659331406783,682.659331406783
340,676.6895724254388,680.0968572678375,685.0968572678375
341,678.8439445001497,681.2471749760228,686.2471749760228
342,679.9186961851558,682.659331406783,687.659331406783
343,685.4855042644422,685.4855042644422,690.4855042644422
344,685.7374863434103,686.2471749760228,691.2471749760228
345,691.1520093789686,691.1520093789686,696.1520093789686
346,691.7516230727724,691.7516230727724,696.7516230727724
347,693.0923298062734,693.0923298062734,698.0923298062734
348,694.6049090672914,696.1520093789686,701.1520093789686
349,699.1821551365788,699.1821551365788,704.1821551365788
350,701.09723270783,701.09723270783,706.09723270783
351,703.5767385381037,703.5767385381037,708.5767385381037
352,706.3297070976112,706.3297070976112,711.3297070976112
353,706.5196522992052,706.5196522992052,711.5196522992052
354,707.497996970891,708.5767385381037,713.5767385381037
355,708.0725348137903,711.3297070976112,716.3297070976112
356,711.1620172242597,711.5196522992052,716.5196522992052
357,714.1818152661923,714.1818152661923,719.1818152661923
358,716.4082282742562,716.4082282742562,721.4082282742562
359,717.9943473920507,717.9943473920507,722.9943473920507
360,720.0898435898853,720.0898435898853,725.0898435898853
361,721.4194826749343,721.4194826749343,726.4194826749343
362,721.9251376479004,722.9943473920507,727.9943473920507
363,722.9406911553922,725.0898435898853,730.0898435898853
364,724.5953360769125,726.4194826749343,731.4194826749343
365,724.6116090084013,727.9943473920507,732.9943473920507
366,727.6057311680242,730.0898435898853,735.0898435898853
367,728.863106693062,731.4194826749343,736.4194826749343
368,731.7552874085061,732.9943473920507,737.9943473920507
369,732.1423948741997,735.0898435898853,740.0898435898853
370,732.4109488358653,736.4194826749343,741.4194826749343
371,735.3120552301135,737.9943473920507,742.9943473920507
372,738.0418964402094,740.0898435898853,745.0898435898853
373,740.8082471033716,741.4194826749343,746.4194826749343
374,741.3094961939408,742.9943473920507,747.9943473920507
375,742.8500753482008,745.0898435898853,750.0898435898853
376,743.0482425457085,746.4194826749343,751.4194826749343
377,747.3646110321889,747.9943473920507,752.9943473920507
378,747.3879971467383,750.0898435898853,755.0898435898853
379,751.1734460574479,751.4194826749343,756.4194826749343
380,753.0635591929812,753.0635591929812,758.0635591929812
381,754.3523677428823,755.0898435898853,760.0898435898853
382,755.6611991650694,756.4194826749343,761.4194826749343
383,756.1608459073861,758.0635591929812,763.0635591929812
384,758.9427264684839,760.0898435898853,765.0898435898853
385,759.6675255458106,761.4194826749343,766.4194826749343
386,760.5599296977892,763.0635591929812,768.0635591929812
387,764.6906705452074,765.0898435898853,770.0898435898853
388,765.6790541959866,766.4194826749343,771.4194826749343
389,766.4999167630261,768.0635591929812,773.0635591929812
390,767.2804484750203,770.0898435898853,775.0898435898853
391,768.7518686428549,771.4194826749343,776.4194826749343
392,771.9314333271685,773.0635591929812,778.0635591929812
393,774.0191115004039,775.0898435898853,780.0898435898853
394,775.4779052481558,776.4194826749343,781.4194826749343
395,780.0848207805028,780.0848207805028,785.0848207805028
396,783.2040481515019,783.2040481515019,788.2040481515019
397,785.650549167106,785.650549167106,790.650549167106
398,790.4800754416729,790.4800754416729,795.4800754416729
399,791.4126125873215,791.4126125873215,796.4126125873215
400,791.6761757479252,791.6761757479252,796.6761757479252
401,792.4173880594038,795.4800754416729,800.4800754416729
402,793.1173496651508,796.4126125873215,801.4126125873215
403,795.7150436584078,796.6761757479252,801.6761757479252
404,797.5825537039224,800.4800754416729,805.4800754416729
405,797.7635831941222,801.4126125873215,806.4126125873215
406,800.3429538925799,801.6761757479252,806.6761757479252
407,800.377733490094,805.4800754416729,810.4800754416729
408,801.9616974350644,806.4126125873215,811.4126125873215
409,803.0164075945838,806.6761757479252,811.6761757479252
410,804.8932236963525,810.4800754416729,815.4800754416729
411,805.3344006854346,811.4126125873215,816.4126125873215
412,805.922610746794,811.6761757479252,816.6761757479252
413,806.5874563795215,815.4800754416729,820.4800754416729
414,807.0114260473002,816.4126125873215,821.4126125873215
415,807.7093636950714,816.6761757479252,821.6761757479252
416,811.4315804326709,820.4800754416729,825.4800754416729
417,812.0495562981403,821.4126125873215,826.4126125873215
418,819.3737640910851,821.6761757479252,826.6761757479252
419,819.4583162998051,825.4800754416729,830.4800754416729
420,822.0972539680296,826.4126125873215,831.4126125873215
421,824.0294804159191,826.6761757479252,831.6761757479252
422,826.4633450490495,830.4800754416729,835.4800754416729
423,828.3185251063707,831.4126125873215,836.4126125873215
424,830.1978650375698,831.6761757479252,836.6761757479252
425,831.8701060279027,835.4800754416729,840.4800754416729
426,835.5992718472282,836.4126125873215,841.4126125873215
427,835.9905867846626,836.6761757479252,841.6761757479252
428,838.4181402324441,840.4800754416729,845.4800754416729
429,839.1219037860828,841.4126125873215,846.4126125873215
430,840.1337797819051,841.6761757479252,846.6761757479252
431,840.9703477621191,845.4800754416729,850.4800754416729
432,842.2666052860764,846.4126125873215,851.4126125873215
433,842.8608662634484,846.6761757479252,851.6761757479252
434,843.8529039748985,850.4800754416729,855.4800754416729
435,844.4883313413261,851.4126125873215,856.4126125873215
436,851.4754724544963,851.6761757479252,856.6761757479252
437,855.1910787997084,855.4800754416729,860.4800754416729
438,855.7650505668577,856.4126125873215,861.4126125873215
439,856.4470883885871,856.6761757479252,861.6761757479252
440,858.0070648272606,860.4800754416729,865.4800754416729
441,861.3473975354887,861.4126125873215,866.4126125873215
442,864.7180423106132,864.7180423106132,869.7180423106132
443,870.4249448456962,870.4249448456962,875.4249448456962
444,875.8657013871012,875.8657013871012,880.8657013871012
445,876.5977049491152,876.5977049491152,881.5977049491152
446,880.6460756887105,880.6460756887105,885.6460756887105
447,880.8348290006376,880.8657013871012,885.8657013871012
448,881.0496049315866,881.5977049491152,886.5977049491152
449,882.0611384880709,885.6460756887105,890.6460756887105
450,882.4869774580197,885.8657013871012,890.8657013871012
451,883.1098930998828,886.5977049491152,891.5977049491152
452,883.5626862440428,890.6460756887105,895.6460756887105
453,884.9225138611633,890.8657013871012,895.8657013871012
454,885.4405120344672,891.5977049491152,896.5977049491152
455,890.3389107382925,895.6460756887105,900.6460756887105
456,891.3715111261424,895.8657013871012,900.8657013871012
457,891.5696036169285,896.5977049491152,901.5977049491152
458,895.6642557507388,900.6460756887105,905.6460756887105
459,897.5576760928273,900.8657013871012,905.8657013871012
460,905.1483844669012,905.1483844669012,910.1483844669012
461,905.7967950665499,905.7967950665499,910.7967950665499
462,910.5961158157914,910.5961158157914,915.5961158157914
463,912.8747719830429,912.8747719830429,917.8747719830429
464,914.2626788720843,914.2626788720843,919.2626788720843
465,916.0828892326648,916.0828892326648,921.0828892326648
466,917.070180241037,917.8747719830429,922.8747719830429
467,925.2904266310392,925.2904266310392,930.2904266310392
468,933.1969637092049,933.1969637092049,938.1969637092049
469,933.2732021520259,933.2732021520259,938.2732021520259
470,933.570683136094,933.570683136094,938.570683136094
471,938.1123101070377,938.1969637092049,943.1969637092049
472,939.7093574917037,939.7093574917037,944.7093574917037
473,940.2885895337373,940.2885895337373,945.2885895337373
474,940.6507827611058,943.1969637092049,948.1969637092049
475,940.9682473573971,944.7093574917037,949.7093574917037
476,943.5822049788153,945.2885895337373,950.2885895337373
477,944.0140861522416,948.1969637092049,953.1969637092049
478,944.9614283350138,949.7093574917037,954.7093574917037
479,946.0435466764418,950.2885895337373,955.2885895337373
480,947.6881915570557,953.1969637092049,958.1969637092049
481,948.2994713888568,954.7093574917037,959.7093574917037
482,951.1019456148209,955.2885895337373,960.2885895337373
483,953.3475840581777,958.1969637092049,963.1969637092049
484,953.90095399439,959.7093574917037,964.7093574917037
485,956.6345230931379,960.2885895337373,965.2885895337373
486,962.8526400158187,963.1969637092049,968.1969637092049
487,962.9011047426734,964.7093574917037,969.7093574917037
488,964.1267325120272,965.2885895337373,970.2885895337373
489,966.7010038015356,968.1969637092049,973.1969637092049
490,971.2838541237544,971.2838541237544,976.2838541237544
491,972.6153723724112,972.6153723724112,977.6153723724112
492,973.2922057140684,973.2922057140684,978.2922057140684
493,978.7004294846877,978.7004294846877,983.7004294846877
494,980.6179629211586,980.6179629211586,985.6179629211586
495,985.1479906600488,985.1479906600488,990.1479906600488
496,988.5781464994465,988.5781464994465,993.5781464994465
497,988.6073177633042,988.6073177633042,993.6073177633042
498,989.5459980441377,990.1479906600488,995.1479906600488
499,992.4900438513555,993.5781464994465,998.5781464994465
